Subject,Method,Tissue Type,Noise Level,RMSE
334408,both,Other,0.02,0.6922412669490722
334408,s1_2,All,0.02,0.8609120964119229
334408,s1_3,All,0.02,0.8749277761320116
334408,both,All,0.02,0.7603283912771157
337021,s1_2,WM,0.0005,0.22985340535606952
337021,s1_3,WM,0.0005,0.20443848086889083
337021,both,WM,0.0005,0.5138226428072574
337021,s1_2,GM,0.0005,0.21351596827617228
337021,s1_3,GM,0.0005,0.3909906388005885
337021,both,GM,0.0005,0.503245714591838
337021,s1_2,Other,0.0005,0.5636454411537705
337021,s1_3,Other,0.0005,1.4113770596716801
337021,both,Other,0.0005,1.5260386546536486
337021,s1_2,All,0.0005,0.257517472457534
337021,s1_3,All,0.0005,0.46079572853633943
337021,both,All,0.0005,0.6236448017774124
337021,s1_2,WM,0.001,0.22984987841690552
337021,s1_3,WM,0.001,0.20421714165956176
337021,both,WM,0.001,0.29033465693869
337021,s1_2,GM,0.001,0.2129271513742991
337021,s1_3,GM,0.001,0.38908031874925886
337021,both,GM,0.001,0.4418674421349037
337021,s1_2,Other,0.001,0.5677267230172426
337021,s1_3,Other,0.001,1.3749694310026364
337021,both,Other,0.001,1.3895417117194677
337021,s1_2,All,0.001,0.2578669744558944
337021,s1_3,All,0.001,0.4530725653444559
337021,both,All,0.001,0.4982688251293567
337021,s1_2,WM,0.005,0.25169810367052153
337021,s1_3,WM,0.005,0.22079668657141682
337021,both,WM,0.005,0.20053297971816464
337021,s1_2,GM,0.005,0.22235889846247422
337021,s1_3,GM,0.005,0.3614602013839884
337021,both,GM,0.005,0.2936144866936325
337021,s1_2,Other,0.005,0.7052916287640852
337021,s1_3,Other,0.005,1.1868848490073194
337021,both,Other,0.005,1.0216941483526727
337021,s1_2,All,0.005,0.2908017676532677
337021,s1_3,All,0.005,0.4118246267333201
337021,both,All,0.005,0.35090953254741697
337021,s1_2,WM,0.01,0.319935465665855
337021,s1_3,WM,0.01,0.2626731675312455
337021,both,WM,0.01,0.2825538346652775
337021,s1_2,GM,0.01,0.2739139114181234
337021,s1_3,GM,0.01,0.31382103318085
337021,both,GM,0.01,0.24280504930753755
337021,s1_2,Other,0.01,0.7939212087686488
337021,s1_3,Other,0.01,1.1259463493924755
337021,both,Other,0.01,0.7379754449988125
337021,s1_2,All,0.01,0.35163317315477877
337021,s1_3,All,0.01,0.3962449456262038
337021,both,All,0.01,0.3161540675946257
337021,s1_2,WM,0.015,0.41338169519657575
337021,s1_3,WM,0.015,0.33387502361068305
337021,both,WM,0.015,0.3859060226100753
337021,s1_2,GM,0.015,0.3612435645258653
337021,s1_3,GM,0.015,0.3146735142219296
337021,both,GM,0.015,0.3506622074666349
337021,s1_2,Other,0.015,0.8107644989357056
337021,s1_3,Other,0.015,1.15983217514088
337021,both,Other,0.015,0.6095630158217675
337021,s1_2,All,0.015,0.4288443216851671
337021,s1_3,All,0.015,0.42837126928937974
337021,both,All,0.015,0.3894149686731396
337021,s1_2,WM,0.02,0.5462734473276946
337021,s1_3,WM,0.02,0.43072044642785495
337021,both,WM,0.02,0.4973614611855129
337021,s1_2,GM,0.02,0.46694827001116634
337021,s1_3,GM,0.02,0.3677289674944419
337021,both,GM,0.02,0.4610871213585739
337021,s1_2,Other,0.02,0.808096651169839
337021,s1_3,Other,0.02,1.1569174498112913
337021,both,Other,0.02,0.5891598309566815
337021,s1_2,All,0.02,0.5346315625678527
337021,s1_3,All,0.02,0.48587633075370684
337021,both,All,0.02,0.4884241547343547
337204,s1_2,WM,0.0005,0.388881526901979
337204,s1_3,WM,0.0005,0.3657541675210754
337204,both,WM,0.0005,0.4586445007603366
337204,s1_2,GM,0.0005,0.35756647914158324
337204,s1_3,GM,0.0005,0.4733028281154815
337204,both,GM,0.0005,0.6098575774235007
337204,s1_2,Other,0.0005,0.7076997246021508
337204,s1_3,Other,0.0005,1.7650611350402772
337204,both,Other,0.0005,2.0472948951016177
337204,s1_2,All,0.0005,0.42732657996126006
337204,s1_3,All,0.0005,0.7261141473971935
337204,both,All,0.0005,0.8680764943410967
337204,s1_2,WM,0.001,0.38888704446556926
337204,s1_3,WM,0.001,0.36574498142659534
337204,both,WM,0.001,0.37181001438518324
337204,s1_2,GM,0.001,0.3574456714727698
337204,s1_3,GM,0.001,0.47262326448962005
337204,both,GM,0.001,0.5276538648568768
337204,s1_2,Other,0.001,0.7154410609892816
337204,s1_3,Other,0.001,1.669259032894045
337204,both,Other,0.001,1.8072424028798078
337204,s1_2,All,0.001,0.42881384566767744
337204,s1_3,All,0.001,0.6984763407768123
337204,both,All,0.001,0.7555004665950283
337204,s1_2,WM,0.005,0.4101969114656402
337204,s1_3,WM,0.005,0.3817725054579668
337204,both,WM,0.005,0.36557646737892774
337204,s1_2,GM,0.005,0.3818958128732714
337204,s1_3,GM,0.005,0.4513040218530104
337204,both,GM,0.005,0.38828248408535015
337204,s1_2,Other,0.005,0.8866016952834462
337204,s1_3,Other,0.005,1.350158827111653
337204,both,Other,0.005,1.1677960044058469
337204,s1_2,All,0.005,0.4815814348334142
337204,s1_3,All,0.005,0.6084304021225461
337204,both,All,0.005,0.5359409446519946
337204,s1_2,WM,0.01,0.4742866364945534
337204,s1_3,WM,0.01,0.423627813666017
337204,both,WM,0.01,0.4476359655536675
337204,s1_2,GM,0.01,0.4475858402547427
337204,s1_3,GM,0.01,0.4366093775981579
337204,both,GM,0.01,0.41794965772823417
337204,s1_2,Other,0.01,0.8627445064462412
337204,s1_3,Other,0.01,1.3115512916230625
337204,both,Other,0.01,0.8709888492254897
337204,s1_2,All,0.01,0.5253176399141558
337204,s1_3,All,0.01,0.606105897400533
337204,both,All,0.01,0.5055058997611936
337204,s1_2,WM,0.015,0.5618403224564983
337204,s1_3,WM,0.015,0.4912992809209684
337204,both,WM,0.015,0.5439812515036617
337204,s1_2,GM,0.015,0.5228317301140203
337204,s1_3,GM,0.015,0.46707911885195114
337204,both,GM,0.015,0.5244974822624167
337204,s1_2,Other,0.015,0.7926954093903151
337204,s1_3,Other,0.015,1.3387295035739712
337204,both,Other,0.015,0.7282804314902568
337204,s1_2,All,0.015,0.5782988167890318
337204,s1_3,All,0.015,0.64462443487102
337204,both,All,0.015,0.5610053574467219
337204,s1_2,WM,0.02,0.6863063898134376
337204,s1_3,WM,0.02,0.5832761739619119
337204,both,WM,0.02,0.6514301019796441
337204,s1_2,GM,0.02,0.5956067028416245
337204,s1_3,GM,0.02,0.52425017976708
337204,both,GM,0.02,0.6302636907029177
337204,s1_2,Other,0.02,0.7748872010867667
337204,s1_3,Other,0.02,1.257726660676336
337204,both,Other,0.02,0.7135370833990916
337204,s1_2,All,0.02,0.6602031610622581
337204,s1_3,All,0.02,0.6777348028683179
337204,both,All,0.02,0.6501107316633982
335867,s1_2,WM,0.0005,0.3323625585234796
335867,s1_3,WM,0.0005,0.3151111790558819
335867,both,WM,0.0005,0.5092033685202921
335867,s1_2,GM,0.0005,0.31006706207788515
335867,s1_3,GM,0.0005,0.4514036396708116
335867,both,GM,0.0005,0.48925015612136713
335867,s1_2,Other,0.0005,0.8229735530588753
335867,s1_3,Other,0.0005,1.9188929215206245
335867,both,Other,0.0005,1.9802784598694974
335867,s1_2,All,0.0005,0.40775089572632506
335867,s1_3,All,0.0005,0.7316247609015485
335867,both,All,0.0005,0.8067237449543437
335867,s1_2,WM,0.001,0.3323611837871121
335867,s1_3,WM,0.001,0.3150661395941485
335867,both,WM,0.001,0.3417710576029268
335867,s1_2,GM,0.001,0.30990673130955143
335867,s1_3,GM,0.001,0.45092076590177005
335867,both,GM,0.001,0.44093529705307166
335867,s1_2,Other,0.001,0.8327231838398433
335867,s1_3,Other,0.001,1.818213604721604
335867,both,Other,0.001,1.6983072115363844
335867,s1_2,All,0.001,0.40985503982381705
335867,s1_3,All,0.001,0.7028354709215757
335867,both,All,0.001,0.6724945066791591
335867,s1_2,WM,0.005,0.3540134516869781
335867,s1_3,WM,0.005,0.3334264241644192
335867,both,WM,0.005,0.31307605084878565
335867,s1_2,GM,0.005,0.3351854447475333
335867,s1_3,GM,0.005,0.42988638772735904
335867,both,GM,0.005,0.3636238121706602
335867,s1_2,Other,0.005,1.1138373442728269
335867,s1_3,Other,0.005,1.615255591068365
335867,both,Other,0.005,1.4119822423509107
335867,s1_2,All,0.005,0.4915366453913816
335867,s1_3,All,0.005,0.6445673256153687
335867,both,All,0.005,0.5654136636920382
335867,s1_2,WM,0.01,0.4215310830108059
335867,s1_3,WM,0.01,0.3769062197664787
335867,both,WM,0.01,0.39390704203305543
335867,s1_2,GM,0.01,0.40492631148887204
335867,s1_3,GM,0.01,0.40972336322979175
335867,both,GM,0.01,0.36761032507661223
335867,s1_2,Other,0.01,1.0420559808245715
335867,s1_3,Other,0.01,1.5871626410276354
335867,both,Other,0.01,1.0248785853283149
335867,s1_2,All,0.01,0.5206043083338348
335867,s1_3,All,0.01,0.6424392930997884
335867,both,All,0.01,0.4943617204765288
335867,s1_2,WM,0.015,0.5139272026036298
335867,s1_3,WM,0.015,0.45186973648279705
335867,both,WM,0.015,0.49125591809703945
335867,s1_2,GM,0.015,0.47565228031764034
335867,s1_3,GM,0.015,0.43492299481423125
335867,both,GM,0.015,0.4659372120264909
335867,s1_2,Other,0.015,0.9371462649897683
335867,s1_3,Other,0.015,1.602708438822952
335867,both,Other,0.015,0.7912769687665937
335867,s1_2,All,0.015,0.5612695277801795
335867,s1_3,All,0.015,0.6753079332815795
335867,both,All,0.015,0.5225045979272585
335867,s1_2,WM,0.02,0.6502531177583057
335867,s1_3,WM,0.02,0.5550806949162291
335867,both,WM,0.02,0.6057047707203265
335867,s1_2,GM,0.02,0.5476244910988396
335867,s1_3,GM,0.02,0.48459512890652373
335867,both,GM,0.02,0.5708421326853432
335867,s1_2,Other,0.02,0.8691232466455656
335867,s1_3,Other,0.02,1.4838326683283038
335867,both,Other,0.02,0.7028955184679381
335867,s1_2,All,0.02,0.6376849184994074
335867,s1_3,All,0.02,0.6954539396695288
335867,both,All,0.02,0.6027025390010189
336126,s1_2,WM,0.0005,0.29757109692904865
336126,s1_3,WM,0.0005,0.2790836993946242
336126,both,WM,0.0005,0.5192703377398682
336126,s1_2,GM,0.0005,0.2794313591199655
336126,s1_3,GM,0.0005,0.4618947452722158
336126,both,GM,0.0005,0.500724399972649
336126,s1_2,Other,0.0005,0.8296297711084736
336126,s1_3,Other,0.0005,1.6405343939310644
336126,both,Other,0.0005,1.626058978705331
336126,s1_2,All,0.0005,0.3578796396958077
336126,s1_3,All,0.0005,0.5765156779345146
336126,both,All,0.0005,0.6605831595325719
336126,s1_2,WM,0.001,0.29756249273776325
336126,s1_3,WM,0.001,0.27905558494719024
336126,both,WM,0.001,0.3258639522321188
336126,s1_2,GM,0.001,0.27913989981811954
336126,s1_3,GM,0.001,0.46169038707281396
336126,both,GM,0.001,0.46271615730129234
336126,s1_2,Other,0.001,0.8385682907969201
336126,s1_3,Other,0.001,1.6229827277697249
336126,both,Other,0.001,1.4989563149435852
336126,s1_2,All,0.001,0.3593083331199401
336126,s1_3,All,0.001,0.5727546194869485
336126,both,All,0.001,0.559691900550054
336126,s1_2,WM,0.005,0.3192455171501318
336126,s1_3,WM,0.005,0.29364372947706757
336126,both,WM,0.005,0.27210204055942316
336126,s1_2,GM,0.005,0.2999073712526448
336126,s1_3,GM,0.005,0.43404712809690016
336126,both,GM,0.005,0.3632532443352895
336126,s1_2,Other,0.005,1.032324851371659
336126,s1_3,Other,0.005,1.4464935010858264
336126,both,Other,0.005,1.3067079236549546
336126,s1_2,All,0.005,0.4094412859499168
336126,s1_3,All,0.005,0.5298565344626672
336126,both,All,0.005,0.47004944509796415
336126,s1_2,WM,0.01,0.3869845280390622
336126,s1_3,WM,0.01,0.33493550068462874
336126,both,WM,0.01,0.3536913160249263
336126,s1_2,GM,0.01,0.3582663273586585
336126,s1_3,GM,0.01,0.39373477169123444
336126,both,GM,0.01,0.32043342263341357
336126,s1_2,Other,0.01,1.006139144853942
336126,s1_3,Other,0.01,1.4127763661880532
336126,both,Other,0.01,0.9960652349161164
336126,s1_2,All,0.01,0.45136025846426364
336126,s1_3,All,0.01,0.5203152786361879
336126,both,All,0.01,0.42300819612599627
336126,s1_2,WM,0.015,0.4786427912567441
336126,s1_3,WM,0.015,0.40232393350143814
336126,both,WM,0.015,0.4552210851511582
336126,s1_2,GM,0.015,0.4335177589475979
336126,s1_3,GM,0.015,0.4039110139957771
336126,both,GM,0.015,0.41200476948033754
336126,s1_2,Other,0.015,0.9505908304952215
336126,s1_3,Other,0.015,1.4353391561553417
336126,both,Other,0.015,0.7932131274762483
336126,s1_2,All,0.015,0.5101091130827563
336126,s1_3,All,0.015,0.5501014015381195
336126,both,All,0.015,0.4704920680393679
336126,s1_2,WM,0.02,0.6058012002010192
336126,s1_3,WM,0.02,0.49503401188173457
336126,both,WM,0.02,0.563853167249971
336126,s1_2,GM,0.02,0.5183306113333362
336126,s1_3,GM,0.02,0.4507593653531296
336126,both,GM,0.02,0.5124980052967257
336126,s1_2,Other,0.02,0.9351259444768935
336126,s1_3,Other,0.02,1.3862351187002495
336126,both,Other,0.02,0.7228361001865887
336126,s1_2,All,0.02,0.5998433090172227
336126,s1_3,All,0.02,0.5914692448549993
336126,both,All,0.02,0.554916843165201
335749,s1_2,WM,0.0005,0.316175539117644
335749,s1_3,WM,0.0005,0.2980640396433205
335749,both,WM,0.0005,0.41786091963250277
335749,s1_2,GM,0.0005,0.3107217347575305
335749,s1_3,GM,0.0005,0.518088403644815
335749,both,GM,0.0005,0.5392455747656398
335749,s1_2,Other,0.0005,0.9419836112448555
335749,s1_3,Other,0.0005,2.1876432179658374
335749,both,Other,0.0005,2.123367359431442
335749,s1_2,All,0.0005,0.45248335079346486
335749,s1_3,All,0.0005,0.8957734314440273
335749,both,All,0.0005,0.9006219695752274
335749,s1_2,WM,0.001,0.3161736246170299
335749,s1_3,WM,0.001,0.2973554484742789
335749,both,WM,0.001,0.2928804719541301
335749,s1_2,GM,0.001,0.3106324626837814
335749,s1_3,GM,0.001,0.5162800493024452
335749,both,GM,0.001,0.49461324622818226
335749,s1_2,Other,0.001,0.9576691773625922
335749,s1_3,Other,0.001,2.129750784768415
335749,both,Other,0.001,1.9525046964311945
335749,s1_2,All,0.001,0.45687907053082655
335749,s1_3,All,0.001,0.876163857137723
335749,both,All,0.001,0.8118951024944702
335749,s1_2,WM,0.005,0.3387564980884226
335749,s1_3,WM,0.005,0.3116315894386453
335749,both,WM,0.005,0.29275253083306785
335749,s1_2,GM,0.005,0.3452616972263061
335749,s1_3,GM,0.005,0.4801944882273313
335749,both,GM,0.005,0.3945639510780435
335749,s1_2,Other,0.005,1.2312529187135417
335749,s1_3,Other,0.005,1.727444852795453
335749,both,Other,0.005,1.5729614906206417
335749,s1_2,All,0.005,0.553065096177732
335749,s1_3,All,0.005,0.7388732379543226
335749,both,All,0.005,0.6626612725401516
335749,s1_2,WM,0.01,0.40698860780012946
335749,s1_3,WM,0.01,0.35514760094778974
335749,both,WM,0.01,0.378260378749814
335749,s1_2,GM,0.01,0.42153280773223106
335749,s1_3,GM,0.01,0.4506592378788357
335749,both,GM,0.01,0.3728968053711103
335749,s1_2,Other,0.01,1.0719231645157268
335749,s1_3,Other,0.01,1.690617814301046
335749,both,Other,0.01,1.1470897324709053
335749,s1_2,All,0.01,0.551111778575784
335749,s1_3,All,0.01,0.7273355557907564
335749,both,All,0.01,0.5473633559893489
335749,s1_2,WM,0.015,0.49824084107537014
335749,s1_3,WM,0.015,0.42182333207715283
335749,both,WM,0.015,0.4796012361811099
335749,s1_2,GM,0.015,0.4891208277505375
335749,s1_3,GM,0.015,0.4739555964477559
335749,both,GM,0.015,0.46404281450482077
335749,s1_2,Other,0.015,0.9275008400031973
335749,s1_3,Other,0.015,1.7024464332507907
335749,both,Other,0.015,0.7903769021430663
335749,s1_2,All,0.015,0.5717285230045711
335749,s1_3,All,0.015,0.7522266661897979
335749,both,All,0.015,0.5261126553218095
335749,s1_2,WM,0.02,0.6216162317695922
335749,s1_3,WM,0.02,0.5131543554169542
335749,both,WM,0.02,0.5872560552600191
335749,s1_2,GM,0.02,0.5579451751289223
335749,s1_3,GM,0.02,0.5185729871190923
335749,both,GM,0.02,0.5649780679003557
335749,s1_2,Other,0.02,0.9342180706257942
335749,s1_3,Other,0.02,1.5891934471758276
335749,both,Other,0.02,0.6336008519920092
335749,s1_2,All,0.02,0.6471504981619816
335749,s1_3,All,0.02,0.7557666234016805
335749,both,All,0.02,0.5840725229430805
335508,s1_2,WM,0.0005,0.2941368188718706
335508,s1_3,WM,0.0005,0.27779605305824917
335508,both,WM,0.0005,0.5000065347911794
335508,s1_2,GM,0.0005,0.3170288530644547
335508,s1_3,GM,0.0005,0.49997241021909206
335508,both,GM,0.0005,0.5416185690674726
335508,s1_2,Other,0.0005,0.9115420551546097
335508,s1_3,Other,0.0005,2.1307400488196926
335508,both,Other,0.0005,2.1121685893318722
335508,s1_2,All,0.0005,0.416594399482246
335508,s1_3,All,0.0005,0.7988683144616469
335508,both,All,0.0005,0.8524047039782592
335508,s1_2,WM,0.001,0.29413364251089247
335508,s1_3,WM,0.001,0.2779294542609182
335508,both,WM,0.001,0.31990370866594486
335508,s1_2,GM,0.001,0.31738676921750103
335508,s1_3,GM,0.001,0.49762542681085964
335508,both,GM,0.001,0.4961709166226347
335508,s1_2,Other,0.001,0.926809809886351
335508,s1_3,Other,0.001,2.085818116065054
335508,both,Other,0.001,1.923844695652708
335508,s1_2,All,0.001,0.42035602579824516
335508,s1_3,All,0.001,0.785248343136122
335508,both,All,0.001,0.7461410363759164
335508,s1_2,WM,0.005,0.315400283502275
335508,s1_3,WM,0.005,0.2939928714302135
335508,both,WM,0.005,0.27361289432329533
335508,s1_2,GM,0.005,0.35511091589370525
335508,s1_3,GM,0.005,0.4687545908019173
335508,both,GM,0.005,0.40323546585273795
335508,s1_2,Other,0.005,1.189391814501042
335508,s1_3,Other,0.005,1.652713048244203
335508,both,Other,0.005,1.5294497351923615
335508,s1_2,All,0.005,0.5040726048575809
