Subject,Method,Tissue Type,Noise Level,RMSE
335508,s1_3,All,0.005,0.6576888061376578
335508,both,All,0.005,0.5996144484099649
335508,s1_2,WM,0.01,0.38199942851005236
335508,s1_3,WM,0.01,0.33576195204570297
335508,both,WM,0.01,0.35299513711895836
335508,s1_2,GM,0.01,0.4159733690214959
335508,s1_3,GM,0.01,0.43919473485311794
335508,both,GM,0.01,0.37184412716677456
335508,s1_2,Other,0.01,1.0364609264855318
335508,s1_3,Other,0.01,1.626067066090865
335508,both,Other,0.01,1.119805803743953
335508,s1_2,All,0.01,0.5086505115709842
335508,s1_3,All,0.01,0.6504397048864853
335508,both,All,0.01,0.5033034279190575
335508,s1_2,WM,0.015,0.47344402516133915
335508,s1_3,WM,0.015,0.40650028176373904
335508,both,WM,0.015,0.4513942832190913
335508,s1_2,GM,0.015,0.4762284253680647
335508,s1_3,GM,0.015,0.45959059750996833
335508,both,GM,0.015,0.4569384014457998
335508,s1_2,Other,0.015,0.9076485756549438
335508,s1_3,Other,0.015,1.6408521495313086
335508,both,Other,0.015,0.7846600023842609
335508,s1_2,All,0.015,0.5389421957116982
335508,s1_3,All,0.015,0.6782687520763183
335508,both,All,0.015,0.5007260282431868
335508,s1_2,WM,0.02,0.604794861348591
335508,s1_3,WM,0.02,0.5038813838559811
335508,both,WM,0.02,0.5624463961419899
335508,s1_2,GM,0.02,0.5383124697523238
335508,s1_3,GM,0.02,0.5006778587183207
335508,both,GM,0.02,0.5540644995409921
335508,s1_2,Other,0.02,0.9187346354845771
335508,s1_3,Other,0.02,1.5419596960833581
335508,both,Other,0.02,0.6522049971834055
335508,s1_2,All,0.02,0.619851532043622
335508,s1_3,All,0.02,0.6951117808632558
335508,both,All,0.02,0.5692643042655114
334317,s1_2,WM,0.0005,0.23392433522966627
334317,s1_3,WM,0.0005,0.21309432613250273
334317,both,WM,0.0005,0.42439753978693845
334317,s1_2,GM,0.0005,0.3827239385790694
334317,s1_3,GM,0.0005,0.5657199971054693
334317,both,GM,0.0005,0.5546047745362374
334317,s1_2,Other,0.0005,1.2321603412679072
334317,s1_3,Other,0.0005,2.9454417135820044
334317,both,Other,0.0005,2.8902078800909003
334317,s1_2,All,0.0005,0.6739520692292876
334317,s1_3,All,0.0005,1.5187369973815312
334317,both,All,0.0005,1.5081192904920375
334317,s1_2,WM,0.001,0.2339275882968224
334317,s1_3,WM,0.001,0.21308620234966938
334317,both,WM,0.001,0.2543942710128972
334317,s1_2,GM,0.001,0.38317805161717006
334317,s1_3,GM,0.001,0.5661659373146556
334317,both,GM,0.001,0.5486756470975102
334317,s1_2,Other,0.001,1.2559240974431323
334317,s1_3,Other,0.001,2.9164857240872197
334317,both,Other,0.001,2.609788204987254
334317,s1_2,All,0.001,0.6849515322405348
334317,s1_3,All,0.001,1.5047213304792033
334317,both,All,0.001,1.3564505844817827
334317,s1_2,WM,0.005,0.2553764258115537
334317,s1_3,WM,0.005,0.22393924323363992
334317,both,WM,0.005,0.20851644603915487
334317,s1_2,GM,0.005,0.41473248158556647
334317,s1_3,GM,0.005,0.5422154588708663
334317,both,GM,0.005,0.47416080577090475
334317,s1_2,Other,0.005,1.3239283654246392
334317,s1_3,Other,0.005,1.6726772696922423
334317,both,Other,0.005,1.632240430370834
334317,s1_2,All,0.005,0.7254106440845108
334317,s1_3,All,0.005,0.9086301503523312
334317,both,All,0.005,0.8745913176430926
334317,s1_2,WM,0.01,0.32183711193388326
334317,s1_3,WM,0.01,0.2641278880065664
334317,both,WM,0.01,0.29169149378656944
334317,s1_2,GM,0.01,0.4608213244813441
334317,s1_3,GM,0.01,0.5071057080597371
334317,both,GM,0.01,0.4259404204811674
334317,s1_2,Other,0.01,0.9467195476437265
334317,s1_3,Other,0.01,1.6649065457803802
334317,both,Other,0.01,1.1311389191181402
334317,s1_2,All,0.01,0.5839038700855008
334317,s1_3,All,0.01,0.9020826223251851
334317,both,All,0.01,0.6470989738384655
334317,s1_2,WM,0.015,0.41159098423856894
334317,s1_3,WM,0.015,0.326067947810215
334317,both,WM,0.015,0.3959250070144063
334317,s1_2,GM,0.015,0.5143627544641912
334317,s1_3,GM,0.015,0.5159692453256977
334317,both,GM,0.015,0.49037655569481825
334317,s1_2,Other,0.015,0.7529376923583008
334317,s1_3,Other,0.015,1.6654048465293891
334317,both,Other,0.015,0.6704056213965675
334317,s1_2,All,0.015,0.5503280135769288
334317,s1_3,All,0.015,0.9120296810234672
334317,both,All,0.015,0.5097697546985773
334317,s1_2,WM,0.02,0.5293982369869437
334317,s1_3,WM,0.02,0.41306106565537154
334317,both,WM,0.02,0.5034209781991551
334317,s1_2,GM,0.02,0.5686366538127096
334317,s1_3,GM,0.02,0.550342779671775
334317,both,GM,0.02,0.5703553195703083
334317,s1_2,Other,0.02,1.3877183743558181
334317,s1_3,Other,0.02,1.5693652256124044
334317,both,Other,0.02,0.5522685255115986
334317,s1_2,All,0.02,0.8414839194162302
334317,s1_3,All,0.02,0.8900976464542708
334317,both,All,0.02,0.5402656949516462
335692,s1_2,WM,0.0005,0.2861217270991837
335692,s1_3,WM,0.0005,0.2993197795273518
335692,both,WM,0.0005,0.49519311411826433
335692,s1_2,GM,0.0005,0.3541759958328777
335692,s1_3,GM,0.0005,0.5704105323944766
335692,both,GM,0.0005,0.6318020266513225
335692,s1_2,Other,0.0005,0.9491861599650842
335692,s1_3,Other,0.0005,2.5600484500955645
335692,both,Other,0.0005,2.4687709186223477
335692,s1_2,All,0.0005,0.5356678784732702
335692,s1_3,All,0.0005,1.2903944433489676
335692,both,All,0.0005,1.2834926880961586
335692,s1_2,WM,0.001,0.286078108973144
335692,s1_3,WM,0.001,0.30030732320480713
335692,both,WM,0.001,0.3535272152221769
335692,s1_2,GM,0.001,0.35492602136638574
335692,s1_3,GM,0.001,0.568230514910501
335692,both,GM,0.001,0.5742193778180328
335692,s1_2,Other,0.001,0.9704361711727888
335692,s1_3,Other,0.001,2.464864275797865
335692,both,Other,0.001,2.115770143164969
335692,s1_2,All,0.001,0.544512072199121
335692,s1_3,All,0.001,1.2468784684947334
335692,both,All,0.001,1.0971975507406755
335692,s1_2,WM,0.005,0.30828436823223276
335692,s1_3,WM,0.005,0.3027767111218927
335692,both,WM,0.005,0.275568236522217
335692,s1_2,GM,0.005,0.4085195158874983
335692,s1_3,GM,0.005,0.5322120711620564
335692,both,GM,0.005,0.4596925451277035
335692,s1_2,Other,0.005,1.1731898748270337
335692,s1_3,Other,0.005,1.5738146143749896
335692,both,Other,0.005,1.4797759544227223
335692,s1_2,All,0.005,0.6459937759058021
335692,s1_3,All,0.005,0.8453038281829987
335692,both,All,0.005,0.7837535774712995
335692,s1_2,WM,0.01,0.37567228170960154
335692,s1_3,WM,0.01,0.32774611129575776
335692,both,WM,0.01,0.3400306389216475
335692,s1_2,GM,0.01,0.4668710897543678
335692,s1_3,GM,0.01,0.5048831328020169
335692,both,GM,0.01,0.4275728756018684
335692,s1_2,Other,0.01,0.8914140618741012
335692,s1_3,Other,0.01,1.5494830226862586
335692,both,Other,0.01,1.0009876201080203
335692,s1_2,All,0.01,0.5669627336892523
335692,s1_3,All,0.01,0.8317143386221201
335692,both,All,0.01,0.5877877601888053
335692,s1_2,WM,0.015,0.4611850492230838
335692,s1_3,WM,0.015,0.3810179762750284
335692,both,WM,0.015,0.4399431852035923
335692,s1_2,GM,0.015,0.5142553629488056
335692,s1_3,GM,0.015,0.5264032019988136
335692,both,GM,0.015,0.5113782394808885
335692,s1_2,Other,0.015,0.7071531485210955
335692,s1_3,Other,0.015,1.5582046238946414
335692,both,Other,0.015,0.6115242170936628
335692,s1_2,All,0.015,0.5469218801082879
335692,s1_3,All,0.015,0.8490493175094709
335692,both,All,0.015,0.5117507874847609
335692,s1_2,WM,0.02,0.5688043720204106
335692,s1_3,WM,0.02,0.45935298594007434
335692,both,WM,0.02,0.5459670029173701
335692,s1_2,GM,0.02,0.5643836535432151
335692,s1_3,GM,0.02,0.5555058511764844
335692,both,GM,0.02,0.6028850971806017
335692,s1_2,Other,0.02,0.999143744594483
335692,s1_3,Other,0.02,1.433852791679838
335692,both,Other,0.02,0.5004285509478136
335692,s1_2,All,0.02,0.6900977894175596
335692,s1_3,All,0.02,0.8201785502196561
335692,both,All,0.02,0.5595681445617384
334424,s1_2,WM,0.0005,0.21962695769639987
334424,s1_3,WM,0.0005,0.2088829204886199
334424,both,WM,0.0005,0.43793065586964414
334424,s1_2,GM,0.0005,0.364195977257202
334424,s1_3,GM,0.0005,0.5812524425391025
334424,both,GM,0.0005,0.5871541899435793
334424,s1_2,Other,0.0005,1.0893740765266258
334424,s1_3,Other,0.0005,2.2755142570846427
334424,both,Other,0.0005,2.2160916532291264
334424,s1_2,All,0.0005,0.4735784262133266
334424,s1_3,All,0.0005,0.8953726559899525
334424,both,All,0.0005,0.9164310119689622
334424,s1_2,WM,0.001,0.2196155982277243
334424,s1_3,WM,0.001,0.20864764517640935
334424,both,WM,0.001,0.2597463367166027
334424,s1_2,GM,0.001,0.3659792366385029
334424,s1_3,GM,0.001,0.5815767104448863
334424,both,GM,0.001,0.5701410024351987
334424,s1_2,Other,0.001,1.109942645380614
334424,s1_3,Other,0.001,2.2347901823729504
334424,both,Other,0.001,2.0512952181156807
334424,s1_2,All,0.001,0.4800189177720243
334424,s1_3,All,0.001,0.8826376276043003
334424,both,All,0.001,0.8289764030510665
334424,s1_2,WM,0.005,0.23845078935621716
334424,s1_3,WM,0.005,0.2195848946596443
334424,both,WM,0.005,0.2019165929606866
334424,s1_2,GM,0.005,0.4221392666345967
334424,s1_3,GM,0.005,0.5470418775263903
334424,both,GM,0.005,0.4846996898886338
334424,s1_2,Other,0.005,1.3058296622099983
334424,s1_3,Other,0.005,1.671014536822657
334424,both,Other,0.005,1.5796350762564109
334424,s1_2,All,0.005,0.5580116413465941
334424,s1_3,All,0.005,0.7016140363310561
334424,both,All,0.005,0.6521913567342711
334424,s1_2,WM,0.01,0.30268948893679776
334424,s1_3,WM,0.01,0.25588599556744845
334424,both,WM,0.01,0.27269391161203976
334424,s1_2,GM,0.01,0.46216344248642405
334424,s1_3,GM,0.01,0.5117679612613462
334424,both,GM,0.01,0.40869070636303995
334424,s1_2,Other,0.01,1.0394653204804523
334424,s1_3,Other,0.01,1.618336497515985
334424,both,Other,0.01,1.1458975042493744
334424,s1_2,All,0.01,0.5144961699286974
334424,s1_3,All,0.01,0.6806407056876124
334424,both,All,0.01,0.5159889759936712
334424,s1_2,WM,0.015,0.39293393059903436
334424,s1_3,WM,0.015,0.31836057408874274
334424,both,WM,0.015,0.37139525311300825
334424,s1_2,GM,0.015,0.5002931697447071
334424,s1_3,GM,0.015,0.5284414574077817
334424,both,GM,0.015,0.46447089688007526
334424,s1_2,Other,0.015,0.8624890722105342
334424,s1_3,Other,0.015,1.6288737587214146
334424,both,Other,0.015,0.7337046495168731
334424,s1_2,All,0.015,0.5169068547829645
334424,s1_3,All,0.015,0.7008970155860742
334424,both,All,0.015,0.4688270436043447
334424,s1_2,WM,0.02,0.5172489664887241
334424,s1_3,WM,0.02,0.4078772041087988
334424,both,WM,0.02,0.4788589112937106
334424,s1_2,GM,0.02,0.5453558824803784
334424,s1_3,GM,0.02,0.5572873402433166
334424,both,GM,0.02,0.5463017790780101
334424,s1_2,Other,0.02,0.9817862262010848
334424,s1_3,Other,0.02,1.5308778582461087
334424,both,Other,0.02,0.5581375952479296
334424,s1_2,All,0.02,0.6051425242491482
334424,s1_3,All,0.02,0.7041892851390272
334424,both,All,0.02,0.5178450232065037
335586,s1_2,WM,0.0005,0.2623666672412554
335586,s1_3,WM,0.0005,0.24336887329229737
335586,both,WM,0.0005,0.6754160348681432
335586,s1_2,GM,0.0005,0.3057848190901635
335586,s1_3,GM,0.0005,0.5169609549695495
335586,both,GM,0.0005,0.7671439305374382
335586,s1_2,Other,0.0005,0.8501770884033769
335586,s1_3,Other,0.0005,2.0868981981138224
335586,both,Other,0.0005,2.1755493288337253
335586,s1_2,All,0.0005,0.40723511597852224
335586,s1_3,All,0.0005,0.8452691855829155
335586,both,All,0.0005,1.0388485249646098
335586,s1_2,WM,0.001,0.26235954731336897
335586,s1_3,WM,0.001,0.2432485411064579
335586,both,WM,0.001,0.4614763579146741
335586,s1_2,GM,0.001,0.3054250258263908
335586,s1_3,GM,0.001,0.5159302379789776
335586,both,GM,0.001,0.6262534962346447
335586,s1_2,Other,0.001,0.8645994028315601
335586,s1_3,Other,0.001,2.0087249010982826
335586,both,Other,0.001,1.8763184177446433
335586,s1_2,All,0.001,0.4111630350407676
335586,s1_3,All,0.001,0.8193162831415443
335586,both,All,0.001,0.8514367113165968
335586,s1_2,WM,0.005,0.28231592675708894
335586,s1_3,WM,0.005,0.25715522623517356
335586,both,WM,0.005,0.2383482826344125
335586,s1_2,GM,0.005,0.3236264464701346
335586,s1_3,GM,0.005,0.4809212718186407
335586,both,GM,0.005,0.4010195700214541
335586,s1_2,Other,0.005,1.1240347667767823
335586,s1_3,Other,0.005,1.5470175116692622
335586,both,Other,0.005,1.442051381265254
335586,s1_2,All,0.005,0.49759153035221426
335586,s1_3,All,0.005,0.6645745525511392
335586,both,All,0.005,0.6063890275249277
335586,s1_2,WM,0.01,0.34580718073749506
335586,s1_3,WM,0.01,0.29570894521443775
335586,both,WM,0.01,0.3141499156932724
335586,s1_2,GM,0.01,0.3942536480627412
335586,s1_3,GM,0.01,0.4352910085325504
335586,both,GM,0.01,0.343531005584467
335586,s1_2,Other,0.01,0.9971063257680087
335586,s1_3,Other,0.01,1.5107993965751298
335586,both,Other,0.01,1.022614396734542
335586,s1_2,All,0.01,0.5004416138385169
335586,s1_3,All,0.01,0.6485263375285136
335586,both,All,0.01,0.4824286409047663
335586,s1_2,WM,0.015,0.43481870873570205
335586,s1_3,WM,0.015,0.36151576593073675
335586,both,WM,0.015,0.41373892398097634
335586,s1_2,GM,0.015,0.474132872133176
335586,s1_3,GM,0.015,0.44769143387044025
335586,both,GM,0.015,0.42785011098525794
335586,s1_2,Other,0.015,0.8861065944949036
335586,s1_3,Other,0.015,1.5328017426938878
335586,both,Other,0.015,0.7351436112050512
335586,s1_2,All,0.015,0.5316822834342053
335586,s1_3,All,0.015,0.6740455443328544
335586,both,All,0.015,0.47449719244047744
335586,s1_2,WM,0.02,0.561208627248632
335586,s1_3,WM,0.02,0.4533722548243904
335586,both,WM,0.02,0.5220467837303008
335586,s1_2,GM,0.02,0.5617855290894067
335586,s1_3,GM,0.02,0.5046572739048674
335586,both,GM,0.02,0.5239831005885948
335586,s1_2,Other,0.02,0.8937059507905782
335586,s1_3,Other,0.02,1.442906269094269
335586,both,Other,0.02,0.6345537291433707
335586,s1_2,All,0.02,0.6162875037083586
335586,s1_3,All,0.02,0.6894876726409453
335586,both,All,0.02,0.5391698944218001
336672,s1_2,WM,0.0005,0.26279302914979524
336672,s1_3,WM,0.0005,0.24456995553983815
336672,both,WM,0.0005,0.45102535932165266
336672,s1_2,GM,0.0005,0.2771936784197239
336672,s1_3,GM,0.0005,0.4172923574527945
336672,both,GM,0.0005,0.47793591740755714
336672,s1_2,Other,0.0005,0.792711710783036
336672,s1_3,Other,0.0005,1.8173813402498984
336672,both,Other,0.0005,1.8205363743371081
336672,s1_2,All,0.0005,0.35419758890101993
336672,s1_3,All,0.0005,0.6460907207415084
336672,both,All,0.0005,0.7134526233450854
336672,s1_2,WM,0.001,0.26279306834043636
336672,s1_3,WM,0.001,0.244852611137433
336672,both,WM,0.001,0.27164099255669827
336672,s1_2,GM,0.001,0.2769309977675774
336672,s1_3,GM,0.001,0.41632655942845537
336672,both,GM,0.001,0.43802172274436213
336672,s1_2,Other,0.001,0.7996056136128001
336672,s1_3,Other,0.001,1.764433002274825
336672,both,Other,0.001,1.6432684053057793
336672,s1_2,All,0.001,0.35557112731377366
336672,s1_3,All,0.001,0.6318113901619234
336672,both,All,0.001,0.6121272554196161
336672,s1_2,WM,0.005,0.2847911128989285
336672,s1_3,WM,0.005,0.2611582349024512
336672,both,WM,0.005,0.24044981387753211
336672,s1_2,GM,0.005,0.2957507290683938
336672,s1_3,GM,0.005,0.39372546150595483
336672,both,GM,0.005,0.3383021453393248
336672,s1_2,Other,0.005,0.9817709204154457
336672,s1_3,Other,0.005,1.45401846251614
336672,both,Other,0.005,1.2966840590363946
336672,s1_2,All,0.005,0.4092651504629505
336672,s1_3,All,0.005,0.5480129567927812
336672,both,All,0.005,0.48640083342493906
336672,s1_2,WM,0.01,0.35258537187516253
336672,s1_3,WM,0.01,0.3038588942315358
336672,both,WM,0.01,0.3221087230758548
336672,s1_2,GM,0.01,0.35367202600405834
336672,s1_3,GM,0.01,0.362652254808741
336672,both,GM,0.01,0.32081594678328584
336672,s1_2,Other,0.01,0.9842871109558602
336672,s1_3,Other,0.01,1.4210240134759877
336672,both,Other,0.01,0.9978232318520835
336672,s1_2,All,0.01,0.4523387385326795
336672,s1_3,All,0.01,0.5404687327432602
336672,both,All,0.01,0.43339077748470645
336672,s1_2,WM,0.015,0.4453437023045041
336672,s1_3,WM,0.015,0.37481020725735914
336672,both,WM,0.015,0.42284567763432945
336672,s1_2,GM,0.015,0.4276688598810003
336672,s1_3,GM,0.015,0.3761227008486431
336672,both,GM,0.015,0.4213030816814384
336672,s1_2,Other,0.015,0.9436791439794378
336672,s1_3,Other,0.015,1.4456490959204424
336672,both,Other,0.015,0.8083039759024806
336672,s1_2,All,0.015,0.5069898669341623
336672,s1_3,All,0.015,0.5705102490036837
336672,both,All,0.015,0.47238912616368783
336672,s1_2,WM,0.02,0.575970463304548
336672,s1_3,WM,0.02,0.47054984820052287
336672,both,WM,0.02,0.532789609814329
336672,s1_2,GM,0.02,0.5060853453188421
336672,s1_3,GM,0.02,0.4238708767107839
336672,both,GM,0.02,0.5259444179146243
336672,s1_2,Other,0.02,0.92842718046591
336672,s1_3,Other,0.02,1.3914371210724483
336672,both,Other,0.02,0.7578740470497722
336672,s1_2,All,0.02,0.5903266983397727
336672,s1_3,All,0.02,0.6043874704423816
336672,both,All,0.02,0.5551238522053837
335450,s1_2,WM,0.0005,0.3334235336961428
335450,s1_3,WM,0.0005,0.3223133288338356
335450,both,WM,0.0005,0.4507036774046807
335450,s1_2,GM,0.0005,0.3449775309279439
335450,s1_3,GM,0.0005,0.46559851261273333
335450,both,GM,0.0005,0.5080935633762487
335450,s1_2,Other,0.0005,0.8821976574650089
335450,s1_3,Other,0.0005,2.117562785301918
335450,both,Other,0.0005,1.9846964302603214
335450,s1_2,All,0.0005,0.47595032236594614
335450,s1_3,All,0.0005,0.9389974875474353
335450,both,All,0.0005,0.9234992232206193
335450,s1_2,WM,0.001,0.3334131806664294
335450,s1_3,WM,0.001,0.32220794708226597
335450,both,WM,0.001,0.3181930152336981
335450,s1_2,GM,0.001,0.3449720503502927
335450,s1_3,GM,0.001,0.4665186172826923
335450,both,GM,0.001,0.4552337592552032
335450,s1_2,Other,0.001,0.8978070692380272
335450,s1_3,Other,0.001,1.9778151580840788
335450,both,Other,0.001,1.6968305429441297
335450,s1_2,All,0.001,0.48085369531429706
335450,s1_3,All,0.001,0.8861332480558077
335450,both,All,0.001,0.7784450864294961
335450,s1_2,WM,0.005,0.35486212741906137
335450,s1_3,WM,0.005,0.33850664209532016
335450,both,WM,0.005,0.31733933390642466
335450,s1_2,GM,0.005,0.38232894984516946
335450,s1_3,GM,0.005,0.4491507091963309
335450,both,GM,0.005,0.3886627605217875
335450,s1_2,Other,0.005,1.2206612755355009
335450,s1_3,Other,0.005,1.6316968251008919
335450,both,Other,0.005,1.4704093856307037
335450,s1_2,All,0.005,0.6026697742013066
335450,s1_3,All,0.005,0.7577354103924949
335450,both,All,0.005,0.6825279181957976
335450,s1_2,WM,0.01,0.42164295985665823
335450,s1_3,WM,0.01,0.38001008866135644
335450,both,WM,0.01,0.3957395763631291
335450,s1_2,GM,0.01,0.45167946632950523
335450,s1_3,GM,0.01,0.43910163537628
335450,both,GM,0.01,0.413065671767381
335450,s1_2,Other,0.01,1.0322045439955796
335450,s1_3,Other,0.01,1.6067864939607737
335450,both,Other,0.01,1.0365380489455156
335450,s1_2,All,0.01,0.580109007767195
335450,s1_3,All,0.01,0.7566008381342921
335450,both,All,0.01,0.5624867024429306
335450,s1_2,WM,0.015,0.5133610567012904
335450,s1_3,WM,0.015,0.45161333124157965
335450,both,WM,0.015,0.4920368701120785
335450,s1_2,GM,0.015,0.5239454036310566
335450,s1_3,GM,0.015,0.4721900340153194
335450,both,GM,0.015,0.5146378857007354
335450,s1_2,Other,0.015,0.8915393083082386
335450,s1_3,Other,0.015,1.6173861710438762
335450,both,Other,0.015,0.7482840291805978
335450,s1_2,All,0.015,0.5974836463392903
335450,s1_3,All,0.015,0.7860948996624696
335450,both,All,0.015,0.5507937431310934
335450,s1_2,WM,0.02,0.6459052462874482
335450,s1_3,WM,0.02,0.5503331944467997
335450,both,WM,0.02,0.6037633156946484
335450,s1_2,GM,0.02,0.5920784723756318
335450,s1_3,GM,0.02,0.5258196714042517
335450,both,GM,0.02,0.6210215069041697
335450,s1_2,Other,0.02,0.8560967862600773
335450,s1_3,Other,0.02,1.4857320880589628
335450,both,Other,0.02,0.6403594580344855
335450,s1_2,All,0.02,0.6696516424674259
335450,s1_3,All,0.02,0.7848683108625205
335450,both,All,0.02,0.6158271148635917
335740,s1_2,WM,0.0005,0.25253439011177337
335740,s1_3,WM,0.0005,0.22873191057280695
335740,both,WM,0.0005,0.5948511105819195
335740,s1_2,GM,0.0005,0.2999541243517605
335740,s1_3,GM,0.0005,0.5010754894100051
335740,both,GM,0.0005,0.6174629975265652
335740,s1_2,Other,0.0005,0.8050355096800256
335740,s1_3,Other,0.0005,1.7364885910628365
335740,both,Other,0.0005,1.760683317502354
335740,s1_2,All,0.0005,0.3742599942611779
335740,s1_3,All,0.0005,0.6826651375279924
335740,both,All,0.0005,0.8206691983438044
335740,s1_2,WM,0.001,0.25253127635481226
335740,s1_3,WM,0.001,0.22867220529596866
335740,both,WM,0.001,0.37901637447486825
335740,s1_2,GM,0.001,0.299398262388995
335740,s1_3,GM,0.001,0.49957576388247277
335740,both,GM,0.001,0.5608395137690345
335740,s1_2,Other,0.001,0.8138248002936264
335740,s1_3,Other,0.001,1.7174517843821233
335740,both,Other,0.001,1.6713215050695882
335740,s1_2,All,0.001,0.3762083217958544
335740,s1_3,All,0.001,0.676772965437448
335740,both,All,0.001,0.71471811008719
335740,s1_2,WM,0.005,0.27184840117131287
335740,s1_3,WM,0.005,0.24098948672007245
335740,both,WM,0.005,0.22516574705870424
335740,s1_2,GM,0.005,0.31195127566173037
335740,s1_3,GM,0.005,0.4676725541833602
335740,both,GM,0.005,0.4010705137386951
335740,s1_2,Other,0.005,1.028163575614194
335740,s1_3,Other,0.005,1.5869169426582883
335740,both,Other,0.005,1.4252267896591848
335740,s1_2,All,0.005,0.4403158052196545
335740,s1_3,All,0.005,0.6322945041685449
335740,both,All,0.005,0.5639162338604492
335740,s1_2,WM,0.01,0.33541769694748474
335740,s1_3,WM,0.01,0.278553413008464
335740,both,WM,0.01,0.2991086285540129
335740,s1_2,GM,0.01,0.37538988071308327
335740,s1_3,GM,0.01,0.41937405346022266
335740,both,GM,0.01,0.3250869516702175
335740,s1_2,Other,0.01,1.0429599757051604
335740,s1_3,Other,0.01,1.533599657895133
335740,both,Other,0.01,1.0665716199550557
335740,s1_2,All,0.01,0.4833439959869961
335740,s1_3,All,0.01,0.6107902064225282
335740,both,All,0.01,0.46239045165315457
335740,s1_2,WM,0.015,0.4242036227892881
335740,s1_3,WM,0.015,0.34147380279423006
335740,both,WM,0.015,0.39897179899778595
335740,s1_2,GM,0.015,0.46315698140638717
335740,s1_3,GM,0.015,0.4241566831501228
335740,both,GM,0.015,0.39230821226756624
335740,s1_2,Other,0.015,0.9889791316296496
335740,s1_3,Other,0.015,1.5621716051673045
335740,both,Other,0.015,0.8035513156752706
335740,s1_2,All,0.015,0.5326062369825918
335740,s1_3,All,0.015,0.6351406493754185
335740,both,All,0.015,0.4600960851378928
335740,s1_2,WM,0.02,0.5477868140312079
335740,s1_3,WM,0.02,0.43100007400794255
335740,both,WM,0.02,0.5052136523249523
335740,s1_2,GM,0.02,0.5559319430864328
335740,s1_3,GM,0.02,0.47903204645449243
335740,both,GM,0.02,0.48667180040760244
335740,s1_2,Other,0.02,0.9394521973788861
335740,s1_3,Other,0.02,1.5044260576275141
335740,both,Other,0.02,0.6673075604170752
335740,s1_2,All,0.02,0.6075889943233214
335740,s1_3,All,0.02,0.6610055270184307
335740,both,All,0.02,0.5187591298271378
335293,s1_2,WM,0.0005,0.5122547645370122
335293,s1_3,WM,0.0005,0.4927652609259804
335293,both,WM,0.0005,0.6713794213778564
335293,s1_2,GM,0.0005,0.31740570415058156
335293,s1_3,GM,0.0005,0.499249387342802
335293,both,GM,0.0005,0.5224098943287248
335293,s1_2,Other,0.0005,1.0093133608945881
335293,s1_3,Other,0.0005,2.073574299955628
335293,both,Other,0.0005,1.9617940938668168
335293,s1_2,All,0.0005,0.5321549989595171
335293,s1_3,All,0.0005,0.8568855332211882
335293,both,All,0.0005,0.8846837705446379
335293,s1_2,WM,0.001,0.5122579874532119
335293,s1_3,WM,0.001,0.4927162363255193
335293,both,WM,0.001,0.5356512826358591
335293,s1_2,GM,0.001,0.31779989953540533
335293,s1_3,GM,0.001,0.49556799677437785
335293,both,GM,0.001,0.4947962864007687
335293,s1_2,Other,0.001,1.027092916227874
335293,s1_3,Other,0.001,2.0016436605889973
335293,both,Other,0.001,1.730350123204175
335293,s1_2,All,0.001,0.536339669741197
335293,s1_3,All,0.001,0.8350638896248425
335293,both,All,0.001,0.7711568851245081
335293,s1_2,WM,0.005,0.5308046479072723
335293,s1_3,WM,0.005,0.5079636733371574
335293,both,WM,0.005,0.5010659079819245
335293,s1_2,GM,0.005,0.3548699985168985
335293,s1_3,GM,0.005,0.4659797154969346
335293,both,GM,0.005,0.4078887660680644
335293,s1_2,Other,0.005,1.2048659636653856
335293,s1_3,Other,0.005,1.5251927592944543
335293,both,Other,0.005,1.431214906632282
335293,s1_2,All,0.005,0.5957331284295356
335293,s1_3,All,0.005,0.6995341100847772
335293,both,All,0.005,0.6562851017029765
335293,s1_2,WM,0.01,0.5976909257450592
335293,s1_3,WM,0.01,0.5584437317571652
335293,both,WM,0.01,0.5708006555623237
335293,s1_2,GM,0.01,0.41336249802748687
335293,s1_3,GM,0.01,0.4331311992808532
335293,both,GM,0.01,0.36352571111826526
335293,s1_2,Other,0.01,1.0051927103880764
335293,s1_3,Other,0.01,1.4890439327969067
335293,both,Other,0.01,1.0267496352699308
335293,s1_2,All,0.01,0.5956934906647658
335293,s1_3,All,0.01,0.6980784456432868
335293,both,All,0.01,0.5738610973447378
335293,s1_2,WM,0.015,0.6735574916162845
335293,s1_3,WM,0.015,0.6207712994387222
335293,both,WM,0.015,0.6503343481623575
335293,s1_2,GM,0.015,0.478399127898537
335293,s1_3,GM,0.015,0.4515408977131078
335293,both,GM,0.015,0.44155979833538
335293,s1_2,Other,0.015,0.8781427117280661
335293,s1_3,Other,0.015,1.505412846738353
335293,both,Other,0.015,0.7307306696763952
335293,s1_2,All,0.015,0.6278033849109022
335293,s1_3,All,0.015,0.7300544258162145
335293,both,All,0.015,0.5806558115014716
335293,s1_2,WM,0.02,0.7777780933621571
335293,s1_3,WM,0.02,0.6995739578236583
335293,both,WM,0.02,0.7388977365560712
335293,s1_2,GM,0.02,0.5497728105352919
335293,s1_3,GM,0.02,0.49762635641106134
335293,both,GM,0.02,0.5366678847649698
335293,s1_2,Other,0.02,1.006795871272125
335293,s1_3,Other,0.02,1.417209580314959
335293,both,Other,0.02,0.6362085383058047
335293,s1_2,All,0.02,0.722852669606765
