Subject,Region,Method,Tissue Label,RMSE
335586,138.0,both,GM,0.3952591293367116
335586,138.0,lut,GM,0.28786798703005095
335586,139.0,s1_2,GM,0.23806934418762926
335586,139.0,s1_3,GM,0.44634380173816485
335586,139.0,both,GM,0.3516362948003854
335586,139.0,lut,GM,0.2417757654098297
335586,142.0,s1_2,GM,0.3283748782426866
335586,142.0,s1_3,GM,0.6294355415238843
335586,142.0,both,GM,0.4910378956373228
335586,142.0,lut,GM,0.3094721778612627
335586,143.0,s1_2,GM,0.2772129113721996
335586,143.0,s1_3,GM,0.45086675634522283
335586,143.0,both,GM,0.3741046321211985
335586,143.0,lut,GM,0.26050282495769395
335586,144.0,s1_2,GM,0.4081644744683985
335586,144.0,s1_3,GM,0.38142201001789605
335586,144.0,both,GM,0.3541228230556631
335586,144.0,lut,GM,0.38456987854258906
335586,145.0,s1_2,GM,0.29134870902365906
335586,145.0,s1_3,GM,0.4949864082043356
335586,145.0,both,GM,0.4211946787253059
335586,145.0,lut,GM,0.2665321732456289
335586,152.0,s1_2,GM,0.2813222872075871
335586,152.0,s1_3,GM,0.5160847367434156
335586,152.0,both,GM,0.39367295327639834
335586,152.0,lut,GM,0.2759308064210743
335586,153.0,s1_2,GM,0.30474137832669007
335586,153.0,s1_3,GM,0.6016138342629668
335586,153.0,both,GM,0.4691377323837818
335586,153.0,lut,GM,0.2983294763497161
335586,162.0,s1_2,GM,0.2665685354787431
335586,162.0,s1_3,GM,0.4163867769310715
335586,162.0,both,GM,0.3492626374286729
335586,162.0,lut,GM,0.2533040869256545
335586,163.0,s1_2,GM,0.3229524749888051
335586,163.0,s1_3,GM,0.30688546410373374
335586,163.0,both,GM,0.30566898920498
335586,163.0,lut,GM,0.29225003886039747
335586,166.0,s1_2,GM,0.19911528503213927
335586,166.0,s1_3,GM,0.33819372631648165
335586,166.0,both,GM,0.2593013369687232
335586,166.0,lut,GM,0.18615200080848124
335586,167.0,s1_2,GM,0.22317874333784793
335586,167.0,s1_3,GM,0.32090992232017285
335586,167.0,both,GM,0.253838256382684
335586,167.0,lut,GM,0.20373745541412713
335586,168.0,s1_2,GM,0.3070459200705485
335586,168.0,s1_3,GM,0.5322322885832662
335586,168.0,both,GM,0.42992996943684375
335586,168.0,lut,GM,0.29042259826745953
335586,169.0,s1_2,GM,0.22867074971013085
335586,169.0,s1_3,GM,0.3778964503221342
335586,169.0,both,GM,0.31221105381364955
335586,169.0,lut,GM,0.2177348401706363
335586,172.0,s1_2,GM,0.3868509448968771
335586,172.0,s1_3,GM,0.6322336660903205
335586,172.0,both,GM,0.6087769305473709
335586,172.0,lut,GM,0.41745858089543253
335586,174.0,s1_2,GM,0.2886509700759842
335586,174.0,s1_3,GM,0.44190505831345084
335586,174.0,both,GM,0.3618904167461653
335586,174.0,lut,GM,0.28309254980558635
335586,175.0,s1_2,GM,0.2737632173913599
335586,175.0,s1_3,GM,0.6243957321379903
335586,175.0,both,GM,0.46790580074014215
335586,175.0,lut,GM,0.2836852047189573
335586,176.0,s1_2,GM,0.31697251747016725
335586,176.0,s1_3,GM,0.37389766294225196
335586,176.0,both,GM,0.3407139927026822
335586,176.0,lut,GM,0.2989158293011825
335586,177.0,s1_2,GM,0.2684069280898526
335586,177.0,s1_3,GM,0.4155951035429247
335586,177.0,both,GM,0.32796249251941617
335586,177.0,lut,GM,0.25051258505103635
335586,182.0,s1_2,GM,0.2903780041649237
335586,182.0,s1_3,GM,0.4791786324904688
335586,182.0,both,GM,0.4147719156205696
335586,182.0,lut,GM,0.26381782755137445
335586,183.0,s1_2,GM,0.24944334614157004
335586,183.0,s1_3,GM,0.3959207435173418
335586,183.0,both,GM,0.3338199819061745
335586,183.0,lut,GM,0.231227152121768
335586,184.0,s1_2,GM,0.43938039261239753
335586,184.0,s1_3,GM,0.29314251610551795
335586,184.0,both,GM,0.31720916044270714
335586,184.0,lut,GM,0.4118849426007837
335586,190.0,s1_2,GM,0.3145801315659646
335586,190.0,s1_3,GM,0.5512141976074003
335586,190.0,both,GM,0.44719900527577844
335586,190.0,lut,GM,0.30372695475698586
335586,191.0,s1_2,GM,0.3548279855488027
335586,191.0,s1_3,GM,0.6447350695551554
335586,191.0,both,GM,0.5170220758834042
335586,191.0,lut,GM,0.3430826382990617
335586,194.0,s1_2,GM,0.3073429928514526
335586,194.0,s1_3,GM,0.36255994884396137
335586,194.0,both,GM,0.3118662363732341
335586,194.0,lut,GM,0.2906286574731569
335586,195.0,s1_2,GM,0.31253612088980864
335586,195.0,s1_3,GM,0.4435953117022449
335586,195.0,both,GM,0.35984282788539396
335586,195.0,lut,GM,0.2880715932841053
335586,196.0,s1_2,GM,0.41414966470607084
335586,196.0,s1_3,GM,0.40270522507197104
335586,196.0,both,GM,0.367009909097511
335586,196.0,lut,GM,0.3856446590374276
335586,197.0,s1_2,GM,0.3744100655665794
335586,197.0,s1_3,GM,0.3591050803054935
335586,197.0,both,GM,0.34869456405527666
335586,197.0,lut,GM,0.34591031226335694
335586,198.0,s1_2,GM,0.2559195420777482
335586,198.0,s1_3,GM,0.4663520738507725
335586,198.0,both,GM,0.3653701339739149
335586,198.0,lut,GM,0.24604764517285732
335586,199.0,s1_2,GM,0.31575729117206364
335586,199.0,s1_3,GM,0.48312921269966747
335586,199.0,both,GM,0.4011977156894596
335586,199.0,lut,GM,0.2947139189767384
335586,200.0,s1_2,GM,0.2171576340842223
335586,200.0,s1_3,GM,0.3422520992276866
335586,200.0,both,GM,0.3048634856709604
335586,200.0,lut,GM,0.21771244675101897
335586,204.0,s1_2,GM,0.2320814941950509
335586,204.0,s1_3,GM,0.3469753849602242
335586,204.0,both,GM,0.3176189000840237
335586,204.0,lut,GM,0.21925958532348247
335586,205.0,s1_2,GM,0.35551250636793724
335586,205.0,s1_3,GM,0.3223888873409431
335586,205.0,both,GM,0.31636581899490196
335586,205.0,lut,GM,0.3326371643269455
335586,208.0,s1_2,Other,0.9996242928161155
335586,208.0,s1_3,Other,1.3842541547544458
335586,208.0,both,Other,1.309926221996349
335586,208.0,lut,Other,0.7763434777975362
336126,0.0,s1_2,Other,0.17581028565290738
336126,0.0,s1_3,Other,0.21299604482328674
336126,0.0,both,Other,0.2203683013585036
336126,0.0,lut,Other,0.16295538528310585
336126,4.0,s1_2,GM,0.3943034813979574
336126,4.0,s1_3,GM,0.928564219217252
336126,4.0,both,GM,0.6621102276481179
336126,4.0,lut,GM,0.39037156064377915
336126,36.0,s1_2,GM,0.3250191879667744
336126,36.0,s1_3,GM,0.24920580236501333
336126,36.0,both,GM,0.24724374148442832
336126,36.0,lut,GM,0.29504352906376713
336126,37.0,s1_2,GM,0.18650329956273112
336126,37.0,s1_3,GM,0.15142729110730097
336126,37.0,both,GM,0.14169195530381548
336126,37.0,lut,GM,0.1625887265760022
336126,44.0,s1_2,WM,0.31018711047347697
336126,44.0,s1_3,WM,0.28376225258318116
336126,44.0,both,WM,0.2626571901954475
336126,44.0,lut,WM,0.283346815146428
336126,45.0,s1_2,WM,0.2989990426663568
336126,45.0,s1_3,WM,0.27170566205987434
336126,45.0,both,WM,0.25068362484191603
336126,45.0,lut,WM,0.27186054387778524
336126,51.0,s1_2,Other,0.9913341322949634
336126,51.0,s1_3,Other,1.5058638035322824
336126,51.0,both,Other,1.353315697218557
336126,51.0,lut,Other,0.7486468333835826
336126,52.0,s1_2,Other,1.0441144720958062
336126,52.0,s1_3,Other,1.48825443095418
336126,52.0,both,Other,1.3821070263756332
336126,52.0,lut,Other,0.8214839512863312
336126,57.0,s1_2,GM,0.1594324310938989
336126,57.0,s1_3,GM,0.10451371001129188
336126,57.0,both,GM,0.09565121292409051
336126,57.0,lut,GM,0.1291973580882101
336126,58.0,s1_2,GM,0.16399860596245874
336126,58.0,s1_3,GM,0.12877518192135684
336126,58.0,both,GM,0.11770754265723737
336126,58.0,lut,GM,0.13902922642413382
336126,59.0,s1_2,GM,0.32719577113735626
336126,59.0,s1_3,GM,0.29499916043191277
336126,59.0,both,GM,0.27510341986242925
336126,59.0,lut,GM,0.29985398974821964
336126,60.0,s1_2,GM,0.3327872399986431
336126,60.0,s1_3,GM,0.29315947652397356
336126,60.0,both,GM,0.27591308123844915
336126,60.0,lut,GM,0.3042922244625273
336126,100.0,s1_2,GM,0.27421101790089153
336126,100.0,s1_3,GM,0.44350462072338065
336126,100.0,both,GM,0.37745119919535103
336126,100.0,lut,GM,0.2565180312027115
336126,101.0,s1_2,GM,0.26763801668946413
336126,101.0,s1_3,GM,0.5040846619375068
336126,101.0,both,GM,0.41747939718762306
336126,101.0,lut,GM,0.26334408539913184
336126,102.0,s1_2,GM,0.17662029374011565
336126,102.0,s1_3,GM,0.35914606226148477
336126,102.0,both,GM,0.29745085241962016
336126,102.0,lut,GM,0.18010365215364627
336126,103.0,s1_2,GM,0.16583579766262643
336126,103.0,s1_3,GM,0.33995603405230745
336126,103.0,both,GM,0.2690960209803181
336126,103.0,lut,GM,0.16733197194258628
336126,104.0,s1_2,GM,0.27285862824861756
336126,104.0,s1_3,GM,0.3690143900099138
336126,104.0,both,GM,0.2986360433271629
336126,104.0,lut,GM,0.24407769895504633
336126,105.0,s1_2,GM,0.28821334253967107
336126,105.0,s1_3,GM,0.3145399354035019
336126,105.0,both,GM,0.2695634524060795
336126,105.0,lut,GM,0.26677152316351155
336126,106.0,s1_2,GM,0.2760633931941873
336126,106.0,s1_3,GM,0.4198995383532165
336126,106.0,both,GM,0.33974864261112275
336126,106.0,lut,GM,0.2528206705369288
336126,107.0,s1_2,GM,0.2628738294344321
336126,107.0,s1_3,GM,0.4854588896401493
336126,107.0,both,GM,0.3788460566937056
336126,107.0,lut,GM,0.24746776586938274
336126,112.0,s1_2,GM,0.27155987794715625
336126,112.0,s1_3,GM,0.5028759775056316
336126,112.0,both,GM,0.43973496841948295
336126,112.0,lut,GM,0.2748299816221859
336126,113.0,s1_2,GM,0.1996264249828852
336126,113.0,s1_3,GM,0.3537617128178664
336126,113.0,both,GM,0.28978868621002274
336126,113.0,lut,GM,0.19458909352467366
336126,114.0,s1_2,GM,0.32201575600615806
336126,114.0,s1_3,GM,0.4880613178281416
336126,114.0,both,GM,0.38120913138168727
336126,114.0,lut,GM,0.29877496731899245
336126,115.0,s1_2,GM,0.31386391826316534
336126,115.0,s1_3,GM,0.5251359102922716
336126,115.0,both,GM,0.398271435200051
336126,115.0,lut,GM,0.28478201399477665
336126,118.0,s1_2,GM,0.25326860726827644
336126,118.0,s1_3,GM,0.48372581509131146
336126,118.0,both,GM,0.41240607155994796
336126,118.0,lut,GM,0.2634186178170176
336126,119.0,s1_2,GM,0.2058772280839883
336126,119.0,s1_3,GM,0.4156655266286574
336126,119.0,both,GM,0.33123157884920745
336126,119.0,lut,GM,0.20813238634383924
336126,120.0,s1_2,GM,0.4797332282777562
336126,120.0,s1_3,GM,0.5057320728106856
336126,120.0,both,GM,0.46690752208325675
336126,120.0,lut,GM,0.4489041996818843
336126,121.0,s1_2,GM,0.5466088247268627
336126,121.0,s1_3,GM,0.622418178990456
336126,121.0,both,GM,0.5531415829071943
336126,121.0,lut,GM,0.491853474750309
336126,136.0,s1_2,GM,0.2711981861660763
336126,136.0,s1_3,GM,0.34777012343751174
336126,136.0,both,GM,0.29041474403163303
336126,136.0,lut,GM,0.25003164165612246
336126,137.0,s1_2,GM,0.3570984380718604
336126,137.0,s1_3,GM,0.3280887741284831
336126,137.0,both,GM,0.30384920864215115
336126,137.0,lut,GM,0.32939568260868096
336126,138.0,s1_2,GM,0.34911905332696286
336126,138.0,s1_3,GM,0.48838815094272475
336126,138.0,both,GM,0.392744880223328
336126,138.0,lut,GM,0.33134047017576346
336126,139.0,s1_2,GM,0.39332006802895886
336126,139.0,s1_3,GM,0.6957589177973029
336126,139.0,both,GM,0.5469103996912831
336126,139.0,lut,GM,0.3762474707341213
336126,140.0,s1_2,GM,0.2274371735898129
336126,140.0,s1_3,GM,0.29346889939492227
336126,140.0,both,GM,0.2238232144298453
336126,140.0,lut,GM,0.20346892633832822
336126,141.0,s1_2,GM,0.2742669003524467
336126,141.0,s1_3,GM,0.4124481838233151
336126,141.0,both,GM,0.31887457649038653
336126,141.0,lut,GM,0.2575096735525613
336126,142.0,s1_2,GM,0.28576865085517295
336126,142.0,s1_3,GM,0.4804021192980151
336126,142.0,both,GM,0.38636219580963366
336126,142.0,lut,GM,0.27042747946058016
336126,143.0,s1_2,GM,0.29669404102522834
336126,143.0,s1_3,GM,0.3699430630144053
336126,143.0,both,GM,0.3048809779077595
336126,143.0,lut,GM,0.27174553183939915
336126,144.0,s1_2,GM,0.2930946881039872
336126,144.0,s1_3,GM,0.3796130622092909
336126,144.0,both,GM,0.30603191364881
336126,144.0,lut,GM,0.2704657703384391
336126,145.0,s1_2,GM,0.3008532204623713
336126,145.0,s1_3,GM,0.5210320994310974
336126,145.0,both,GM,0.4027483736508274
336126,145.0,lut,GM,0.27391574763422616
336126,147.0,s1_2,GM,0.16233812873135528
336126,147.0,s1_3,GM,0.14983887767483076
336126,147.0,both,GM,0.06762558155246917
336126,147.0,lut,GM,0.12997652330815096
336126,152.0,s1_2,GM,0.27671004869353244
336126,152.0,s1_3,GM,0.4660462066175484
336126,152.0,both,GM,0.3695996203746743
336126,152.0,lut,GM,0.24435053949600874
336126,153.0,s1_2,GM,0.28982000170683125
336126,153.0,s1_3,GM,0.5695800806515575
336126,153.0,both,GM,0.43741396355320583
336126,153.0,lut,GM,0.27130335018412544
336126,162.0,s1_2,GM,0.23851470293407268
336126,162.0,s1_3,GM,0.4481760395937839
336126,162.0,both,GM,0.3861676586803522
336126,162.0,lut,GM,0.24017532687181617
336126,163.0,s1_2,GM,0.307876032064727
336126,163.0,s1_3,GM,0.43107484697648657
336126,163.0,both,GM,0.3728782819206647
336126,163.0,lut,GM,0.2817650696806783
336126,164.0,s1_2,GM,0.28158263857140603
336126,164.0,s1_3,GM,0.5594949956272438
336126,164.0,both,GM,0.4668798805545606
336126,164.0,lut,GM,0.3112108095099866
336126,165.0,s1_2,GM,0.429545119852531
336126,165.0,s1_3,GM,0.7431076321436272
336126,165.0,both,GM,0.5829060497399536
336126,165.0,lut,GM,0.40496589546207573
336126,166.0,s1_2,GM,0.19645309222634813
336126,166.0,s1_3,GM,0.25037311173525123
336126,166.0,both,GM,0.20358065074518958
336126,166.0,lut,GM,0.17904759397348924
336126,167.0,s1_2,GM,0.22135953921816276
336126,167.0,s1_3,GM,0.2630662177790933
336126,167.0,both,GM,0.21555635946608423
336126,167.0,lut,GM,0.19586646598717256
336126,168.0,s1_2,GM,0.27941314354637764
336126,168.0,s1_3,GM,0.4749968887732161
336126,168.0,both,GM,0.3747102964602397
336126,168.0,lut,GM,0.2559485080071982
336126,169.0,s1_2,GM,0.24606358404352766
336126,169.0,s1_3,GM,0.36399348402128195
336126,169.0,both,GM,0.2837950959319166
336126,169.0,lut,GM,0.22343907057588944
336126,172.0,s1_2,GM,0.254430805586439
336126,172.0,s1_3,GM,0.4294653794531502
336126,172.0,both,GM,0.35486151693064794
336126,172.0,lut,GM,0.23472827209541072
336126,173.0,s1_2,GM,0.263331724925262
336126,173.0,s1_3,GM,0.3533030289827674
336126,173.0,both,GM,0.2995328402439214
336126,173.0,lut,GM,0.22762476433781936
336126,174.0,s1_2,GM,0.22154938583592323
336126,174.0,s1_3,GM,0.37136257096690023
336126,174.0,both,GM,0.31035384958094625
336126,174.0,lut,GM,0.21692543964273572
336126,175.0,s1_2,GM,0.20919753862522206
336126,175.0,s1_3,GM,0.39746008210931827
336126,175.0,both,GM,0.3180619406419535
336126,175.0,lut,GM,0.20121628170257336
336126,176.0,s1_2,GM,0.28047283292344594
336126,176.0,s1_3,GM,0.37614270285549783
336126,176.0,both,GM,0.3237852738392991
336126,176.0,lut,GM,0.2566123618939262
336126,177.0,s1_2,GM,0.26729765662356647
336126,177.0,s1_3,GM,0.3366069074749868
336126,177.0,both,GM,0.28872580645028145
336126,177.0,lut,GM,0.24452296676101407
336126,182.0,s1_2,GM,0.2730568393023441
336126,182.0,s1_3,GM,0.4702224677710635
336126,182.0,both,GM,0.4108022538386371
336126,182.0,lut,GM,0.2600127714927781
336126,183.0,s1_2,GM,0.25449126895941043
336126,183.0,s1_3,GM,0.4277464422332698
336126,183.0,both,GM,0.352471625412015
336126,183.0,lut,GM,0.24010507392559102
336126,184.0,s1_2,GM,0.30757626646663416
336126,184.0,s1_3,GM,0.43892470123308946
336126,184.0,both,GM,0.3785338276849241
336126,184.0,lut,GM,0.2942440859141348
336126,185.0,s1_2,GM,0.25000508977826796
336126,185.0,s1_3,GM,0.21639923136325778
336126,185.0,both,GM,0.18819055140832494
336126,185.0,lut,GM,0.22398897941572235
336126,190.0,s1_2,GM,0.2796898083649302
336126,190.0,s1_3,GM,0.5183779508368
336126,190.0,both,GM,0.4167976654652851
336126,190.0,lut,GM,0.264628159015343
336126,191.0,s1_2,GM,0.2046761919385151
336126,191.0,s1_3,GM,0.4145091690077704
336126,191.0,both,GM,0.3054309164026281
336126,191.0,lut,GM,0.19749446944777677
336126,194.0,s1_2,GM,0.28283427656911037
336126,194.0,s1_3,GM,0.39130062598032467
336126,194.0,both,GM,0.3433467316284708
336126,194.0,lut,GM,0.27394339903988524
336126,195.0,s1_2,GM,0.27338953621032297
336126,195.0,s1_3,GM,0.4362683643024616
336126,195.0,both,GM,0.36605280346261293
336126,195.0,lut,GM,0.23542419267308354
336126,196.0,s1_2,GM,0.4687295177142125
336126,196.0,s1_3,GM,0.5396115726504599
336126,196.0,both,GM,0.4706327258041061
336126,196.0,lut,GM,0.45135450884899403
336126,197.0,s1_2,GM,0.3720901895205917
336126,197.0,s1_3,GM,0.4185013332040842
336126,197.0,both,GM,0.3564058229695132
336126,197.0,lut,GM,0.34429438185174055
336126,198.0,s1_2,GM,0.2702408923188765
336126,198.0,s1_3,GM,0.4972749530461255
336126,198.0,both,GM,0.3930537467045869
336126,198.0,lut,GM,0.2650932802716194
336126,199.0,s1_2,GM,0.22960481594127932
336126,199.0,s1_3,GM,0.4410213860875546
336126,199.0,both,GM,0.3462687230080794
336126,199.0,lut,GM,0.2272434771051508
336126,200.0,s1_2,GM,0.5700572529249958
336126,200.0,s1_3,GM,0.44659591926007564
336126,200.0,both,GM,0.4645048594297253
336126,200.0,lut,GM,0.5478741319066938
336126,204.0,s1_2,GM,0.25783197306508504
336126,204.0,s1_3,GM,0.44143457666388697
336126,204.0,both,GM,0.35587278364113945
336126,204.0,lut,GM,0.25222605912416274
336126,205.0,s1_2,GM,0.2893782804117024
336126,205.0,s1_3,GM,0.35445104948642914
336126,205.0,both,GM,0.30473579211238
336126,205.0,lut,GM,0.2556928652358304
336126,207.0,s1_2,GM,0.2923626988994222
336126,207.0,s1_3,GM,0.7256103224875471
336126,207.0,both,GM,0.5615878646474892
336126,207.0,lut,GM,0.28664405055995973
336126,208.0,s1_2,Other,0.9093395209656241
336126,208.0,s1_3,Other,1.2461960903587093
336126,208.0,both,Other,1.1177472450870933
336126,208.0,lut,Other,0.755937621388058
335867,0.0,s1_2,Other,0.1912631694145415
335867,0.0,s1_3,Other,0.2390110425088806
335867,0.0,both,Other,0.2370620612802646
335867,0.0,lut,Other,0.1829895627401938
335867,4.0,s1_2,GM,0.6022652158293352
335867,4.0,s1_3,GM,1.1300640985486712
335867,4.0,both,GM,0.8026244056674896
335867,4.0,lut,GM,0.5644834468160275
335867,36.0,s1_2,GM,0.35435147946258205
335867,36.0,s1_3,GM,0.28710387887321925
335867,36.0,both,GM,0.2866059740439267
335867,36.0,lut,GM,0.3217892174809164
335867,37.0,s1_2,GM,0.2909041888297326
335867,37.0,s1_3,GM,0.21261051710067472
335867,37.0,both,GM,0.21259932595705439
335867,37.0,lut,GM,0.2590550568496666
335867,44.0,s1_2,WM,0.366227174439581
335867,44.0,s1_3,WM,0.34168348749227295
335867,44.0,both,WM,0.32196067544389817
335867,44.0,lut,WM,0.33813834879698307
335867,45.0,s1_2,WM,0.3238777675571749
335867,45.0,s1_3,WM,0.30386449988995706
335867,45.0,both,WM,0.2841672032529453
335867,45.0,lut,WM,0.29634143317715883
335867,51.0,s1_2,Other,1.1126984348571858
335867,51.0,s1_3,Other,1.6518226910922325
335867,51.0,both,Other,1.430277443819756
335867,51.0,lut,Other,0.7839662153020015
335867,52.0,s1_2,Other,0.9685325250273333
335867,52.0,s1_3,Other,1.5279124655070462
335867,52.0,both,Other,1.2895732661436863
335867,52.0,lut,Other,0.6185280604034736
335867,57.0,s1_2,GM,0.16918997184925022
335867,57.0,s1_3,GM,0.1366382240816679
335867,57.0,both,GM,0.12630182164150613
335867,57.0,lut,GM,0.1455225590718071
335867,58.0,s1_2,GM,0.11399608919353488
335867,58.0,s1_3,GM,0.09919260018613471
335867,58.0,both,GM,0.09293533726405524
335867,58.0,lut,GM,0.09789831287687521
335867,59.0,s1_2,GM,0.3900617655137437
335867,59.0,s1_3,GM,0.39763837368007227
335867,59.0,both,GM,0.36806775664655283
335867,59.0,lut,GM,0.3610611648042917
335867,60.0,s1_2,GM,0.40081505691541264
335867,60.0,s1_3,GM,0.4254796666766358
335867,60.0,both,GM,0.3843213201671355
335867,60.0,lut,GM,0.37306024264917165
335867,100.0,s1_2,GM,0.22933806473707355
335867,100.0,s1_3,GM,0.33718871713617427
335867,100.0,both,GM,0.2675593565673862
335867,100.0,lut,GM,0.2130993478927468
335867,101.0,s1_2,GM,0.20407421279797858
335867,101.0,s1_3,GM,0.3385923635066905
335867,101.0,both,GM,0.2640308952514564
335867,101.0,lut,GM,0.19409832458846554
335867,102.0,s1_2,GM,0.09388108874740266
335867,102.0,s1_3,GM,0.25357031174188066
335867,102.0,both,GM,0.17681033877731817
335867,102.0,lut,GM,0.09740697072024862
335867,103.0,s1_2,GM,0.11512933164433632
335867,103.0,s1_3,GM,0.30179146181057004
335867,103.0,both,GM,0.24146879263144164
335867,103.0,lut,GM,0.136389232308902
335867,106.0,s1_2,GM,0.3500386839908429
335867,106.0,s1_3,GM,0.43460254153363864
335867,106.0,both,GM,0.3783472859039987
335867,106.0,lut,GM,0.3244657096557205
335867,107.0,s1_2,GM,0.25920388980484826
335867,107.0,s1_3,GM,0.44014347059571907
335867,107.0,both,GM,0.33737331304411605
335867,107.0,lut,GM,0.22756359168151077
335867,109.0,s1_2,GM,0.12503987768914177
335867,109.0,s1_3,GM,0.14700791290704562
335867,109.0,both,GM,0.13254998058276543
335867,109.0,lut,GM,0.11034661307145445
335867,112.0,s1_2,GM,0.1983454292189659
335867,112.0,s1_3,GM,0.3145037468306148
335867,112.0,both,GM,0.2665253135415612
335867,112.0,lut,GM,0.19147107587832748
335867,113.0,s1_2,GM,0.1908535505314183
335867,113.0,s1_3,GM,0.29646617750811216
335867,113.0,both,GM,0.23819138313505314
335867,113.0,lut,GM,0.17982867589547116
335867,114.0,s1_2,GM,0.32047906494598305
335867,114.0,s1_3,GM,0.4686910474452923
335867,114.0,both,GM,0.37929941624286806
335867,114.0,lut,GM,0.29377765680960133
335867,115.0,s1_2,GM,0.3018302700225229
335867,115.0,s1_3,GM,0.3863697878011575
335867,115.0,both,GM,0.3141110975429176
335867,115.0,lut,GM,0.271727516199033
335867,118.0,s1_2,GM,0.16134264696967696
335867,118.0,s1_3,GM,0.3680719396222246
335867,118.0,both,GM,0.28372859198095696
335867,118.0,lut,GM,0.18130699826377042
335867,119.0,s1_2,GM,0.12933150160286333
335867,119.0,s1_3,GM,0.3112305789329199
335867,119.0,both,GM,0.25403849033784087
335867,119.0,lut,GM,0.14913113110033918
335867,120.0,s1_2,GM,0.5748057412641712
335867,120.0,s1_3,GM,0.5247378772184286
335867,120.0,both,GM,0.5058028075313379
335867,120.0,lut,GM,0.5419655813906282
335867,121.0,s1_2,GM,0.717253709495895
335867,121.0,s1_3,GM,0.7505551219752339
335867,121.0,both,GM,0.7243779617829434
335867,121.0,lut,GM,0.6925473396429103
335867,142.0,s1_2,GM,0.29731988038548035
335867,142.0,s1_3,GM,0.4174057580904803
335867,142.0,both,GM,0.34046471117337607
335867,142.0,lut,GM,0.2710250993563307
335867,143.0,s1_2,GM,0.26765996095835504
335867,143.0,s1_3,GM,0.3166019459269805
335867,143.0,both,GM,0.26451929214917436
335867,143.0,lut,GM,0.24844983464136072
335867,144.0,s1_2,GM,0.36947191432271986
335867,144.0,s1_3,GM,0.4727831910780887
335867,144.0,both,GM,0.39791180102870705
335867,144.0,lut,GM,0.33693918828194064
335867,145.0,s1_2,GM,0.2670251019309824
335867,145.0,s1_3,GM,0.4138795436639111
335867,145.0,both,GM,0.3287136056238407
335867,145.0,lut,GM,0.23828472280800914
335867,152.0,s1_2,GM,0.280634688798628
335867,152.0,s1_3,GM,0.4156691418966119
335867,152.0,both,GM,0.3379407635606935
335867,152.0,lut,GM,0.2495792231347181
335867,153.0,s1_2,GM,0.21912725328938373
335867,153.0,s1_3,GM,0.3565549789979603
335867,153.0,both,GM,0.28586628018449267
335867,153.0,lut,GM,0.20607315322664177
335867,154.0,s1_2,GM,0.24867409409941973
335867,154.0,s1_3,GM,0.43466900006734405
335867,154.0,both,GM,0.325756950663124
335867,154.0,lut,GM,0.22263533225711024
335867,155.0,s1_2,GM,0.2357606265381832
335867,155.0,s1_3,GM,0.32993045914883545
335867,155.0,both,GM,0.24547557260746194
335867,155.0,lut,GM,0.21183039173462867
335867,156.0,s1_2,GM,0.6638894778451915
335867,156.0,s1_3,GM,0.6219259995442714
335867,156.0,both,GM,0.6081909819575553
335867,156.0,lut,GM,0.63958422279024
335867,157.0,s1_2,GM,0.5185730632966447
335867,157.0,s1_3,GM,0.5506754718704316
335867,157.0,both,GM,0.5205425906442163
335867,157.0,lut,GM,0.48612531698200895
335867,162.0,s1_2,GM,0.26378469832999535
335867,162.0,s1_3,GM,0.4335675425477624
335867,162.0,both,GM,0.35290714431596604
335867,162.0,lut,GM,0.2356362514490412
335867,163.0,s1_2,GM,0.21087274304213408
335867,163.0,s1_3,GM,0.25512964530998816
335867,163.0,both,GM,0.2185980875865268
335867,163.0,lut,GM,0.1876105145374647
335867,166.0,s1_2,GM,0.2573649823226142
335867,166.0,s1_3,GM,0.27460062322063455
335867,166.0,both,GM,0.23042215323750917
335867,166.0,lut,GM,0.23287516863167418
335867,167.0,s1_2,GM,0.3454392512385886
335867,167.0,s1_3,GM,0.3424060107589389
335867,167.0,both,GM,0.3000160026309984
335867,167.0,lut,GM,0.31704561523336017
335867,168.0,s1_2,GM,0.26009205852945905
335867,168.0,s1_3,GM,0.2925938148260693
335867,168.0,both,GM,0.2520588311928343
335867,168.0,lut,GM,0.23525352238578526
335867,169.0,s1_2,GM,0.32901896692791954
335867,169.0,s1_3,GM,0.3923865897137531
335867,169.0,both,GM,0.3183327675938283
335867,169.0,lut,GM,0.2961841821010281
335867,172.0,s1_2,GM,0.2529774591336024
335867,172.0,s1_3,GM,0.3518388398098336
335867,172.0,both,GM,0.28600228535610694
335867,172.0,lut,GM,0.2191720899040816
335867,173.0,s1_2,GM,0.23301272987834318
335867,173.0,s1_3,GM,0.4249134993878439
335867,173.0,both,GM,0.32146570322385726
335867,173.0,lut,GM,0.22055260687035483
335867,174.0,s1_2,GM,0.29709464966143484
335867,174.0,s1_3,GM,0.25169129227867953
335867,174.0,both,GM,0.2313858589453386
335867,174.0,lut,GM,0.267356570904984
335867,175.0,s1_2,GM,0.24924059041749846
335867,175.0,s1_3,GM,0.39487436685640315
335867,175.0,both,GM,0.3156792041622838
335867,175.0,lut,GM,0.21851560474145781
335867,176.0,s1_2,GM,0.31629850613406596
335867,176.0,s1_3,GM,0.4149889974380066
335867,176.0,both,GM,0.3737947667994428
335867,176.0,lut,GM,0.2898354361556721
335867,177.0,s1_2,GM,0.2368326642522567
