Subject,Region,Method,Tissue Label,RMSE
335740,115.0,s1_3,GM,0.49042218741414223
335740,115.0,both,GM,0.39493715682997343
335740,115.0,lut,GM,0.29869362903983093
335740,118.0,s1_2,GM,0.4181294178402545
335740,118.0,s1_3,GM,0.7798460294274572
335740,118.0,both,GM,0.6059498130569826
335740,118.0,lut,GM,0.43777976608649094
335740,119.0,s1_2,GM,0.3021728326554846
335740,119.0,s1_3,GM,0.4947729961619914
335740,119.0,both,GM,0.44235860246563324
335740,119.0,lut,GM,0.3095741023759798
335740,120.0,s1_2,GM,0.4960923861769341
335740,120.0,s1_3,GM,0.6617340696052718
335740,120.0,both,GM,0.5730211784483519
335740,120.0,lut,GM,0.475376378265453
335740,121.0,s1_2,GM,0.35826511589395804
335740,121.0,s1_3,GM,0.5850507413741028
335740,121.0,both,GM,0.47441031631910446
335740,121.0,lut,GM,0.33531432265253375
335740,138.0,s1_2,GM,0.2344153417026374
335740,138.0,s1_3,GM,0.39538347964310666
335740,138.0,both,GM,0.3366605518171751
335740,138.0,lut,GM,0.23324610640829918
335740,139.0,s1_2,GM,0.29469079581131274
335740,139.0,s1_3,GM,0.4942164212483951
335740,139.0,both,GM,0.42742829850605546
335740,139.0,lut,GM,0.2923524091882471
335740,142.0,s1_2,GM,0.3729076488455679
335740,142.0,s1_3,GM,0.5621920421153832
335740,142.0,both,GM,0.4836379771073546
335740,142.0,lut,GM,0.35549587235954755
335740,143.0,s1_2,GM,0.3326440730463474
335740,143.0,s1_3,GM,0.5062047790943616
335740,143.0,both,GM,0.4300558172553891
335740,143.0,lut,GM,0.32463069249293103
335740,144.0,s1_2,GM,0.2532222396559183
335740,144.0,s1_3,GM,0.3222092889307469
335740,144.0,both,GM,0.2706528525640527
335740,144.0,lut,GM,0.23845522365877989
335740,145.0,s1_2,GM,0.26887057146253096
335740,145.0,s1_3,GM,0.3804316919948884
335740,145.0,both,GM,0.33354152429875966
335740,145.0,lut,GM,0.2579467371635869
335740,151.0,s1_2,GM,0.08539641610936631
335740,151.0,s1_3,GM,0.2503411386894375
335740,151.0,both,GM,0.20397685040255312
335740,151.0,lut,GM,0.10540849831217247
335740,152.0,s1_2,GM,0.34664338848600906
335740,152.0,s1_3,GM,0.517581695736182
335740,152.0,both,GM,0.4398329712727397
335740,152.0,lut,GM,0.3429825164444323
335740,153.0,s1_2,GM,0.3555295702632108
335740,153.0,s1_3,GM,0.5752422441212514
335740,153.0,both,GM,0.4879778817741897
335740,153.0,lut,GM,0.34282570297605114
335740,157.0,s1_2,GM,0.09339490547299129
335740,157.0,s1_3,GM,0.21731425163870888
335740,157.0,both,GM,0.1172891097754178
335740,157.0,lut,GM,0.05915603661232233
335740,162.0,s1_2,GM,0.29615984679078294
335740,162.0,s1_3,GM,0.422816355168199
335740,162.0,both,GM,0.3703931200937503
335740,162.0,lut,GM,0.27806792585886414
335740,163.0,s1_2,GM,0.2908583745840687
335740,163.0,s1_3,GM,0.4300425196114455
335740,163.0,both,GM,0.37746537905711597
335740,163.0,lut,GM,0.2710568681793075
335740,166.0,s1_2,GM,0.26732789439855437
335740,166.0,s1_3,GM,0.46820275123239763
335740,166.0,both,GM,0.3966076875004457
335740,166.0,lut,GM,0.2660169776691523
335740,167.0,s1_2,GM,0.18420860826055133
335740,167.0,s1_3,GM,0.36560229758988283
335740,167.0,both,GM,0.3013738241214398
335740,167.0,lut,GM,0.19321408347217087
335740,168.0,s1_2,GM,0.29062030838982605
335740,168.0,s1_3,GM,0.524019013037724
335740,168.0,both,GM,0.4329662643916552
335740,168.0,lut,GM,0.2913676491915873
335740,169.0,s1_2,GM,0.287533526452497
335740,169.0,s1_3,GM,0.49013796148691186
335740,169.0,both,GM,0.39599718165111114
335740,169.0,lut,GM,0.2727642538728153
335740,174.0,s1_2,GM,0.24527977727896907
335740,174.0,s1_3,GM,0.36809622111573465
335740,174.0,both,GM,0.3127881646778234
335740,174.0,lut,GM,0.22550138013309967
335740,175.0,s1_2,GM,0.25009057150933006
335740,175.0,s1_3,GM,0.3857464319398663
335740,175.0,both,GM,0.3361450209663465
335740,175.0,lut,GM,0.21979585814542385
335740,176.0,s1_2,GM,0.32966186937560904
335740,176.0,s1_3,GM,0.37314345929028025
335740,176.0,both,GM,0.330963935084493
335740,176.0,lut,GM,0.30622620871856754
335740,177.0,s1_2,GM,0.27638138420128633
335740,177.0,s1_3,GM,0.4241644622372147
335740,177.0,both,GM,0.36082776555013985
335740,177.0,lut,GM,0.25769058237740256
335740,182.0,s1_2,GM,0.2923415509702622
335740,182.0,s1_3,GM,0.45540790562827055
335740,182.0,both,GM,0.3972872469161441
335740,182.0,lut,GM,0.2709426861007758
335740,183.0,s1_2,GM,0.25520443304797785
335740,183.0,s1_3,GM,0.4156841921139942
335740,183.0,both,GM,0.3564125313230218
335740,183.0,lut,GM,0.23584255743417315
335740,184.0,s1_2,GM,0.41605740362059945
335740,184.0,s1_3,GM,0.3176042667945832
335740,184.0,both,GM,0.3215930006670383
335740,184.0,lut,GM,0.38944297558188834
335740,190.0,s1_2,GM,0.3924137596409186
335740,190.0,s1_3,GM,0.5768876546097078
335740,190.0,both,GM,0.4992337701918307
335740,190.0,lut,GM,0.38458827838220583
335740,191.0,s1_2,GM,0.31293692129737255
335740,191.0,s1_3,GM,0.4515600348059649
335740,191.0,both,GM,0.39284425206809404
335740,191.0,lut,GM,0.3095964022857657
335740,194.0,s1_2,GM,0.2717182937972682
335740,194.0,s1_3,GM,0.36845678939937176
335740,194.0,both,GM,0.33379034297090265
335740,194.0,lut,GM,0.2521738476620054
335740,195.0,s1_2,GM,0.2543252714697145
335740,195.0,s1_3,GM,0.43804807802776863
335740,195.0,both,GM,0.3704716788930958
335740,195.0,lut,GM,0.2380968961885582
335740,196.0,s1_2,GM,0.3059080569161572
335740,196.0,s1_3,GM,0.4210421587621893
335740,196.0,both,GM,0.35689917314369346
335740,196.0,lut,GM,0.2849147757201248
335740,197.0,s1_2,GM,0.3208725217756396
335740,197.0,s1_3,GM,0.4409619346645427
335740,197.0,both,GM,0.3557693524917198
335740,197.0,lut,GM,0.2912773413357149
335740,198.0,s1_2,GM,0.30251645455917225
335740,198.0,s1_3,GM,0.5175591342954745
335740,198.0,both,GM,0.4364224594053797
335740,198.0,lut,GM,0.29958574538948557
335740,199.0,s1_2,GM,0.24215230561692072
335740,199.0,s1_3,GM,0.37580311615558104
335740,199.0,both,GM,0.32249524294668874
335740,199.0,lut,GM,0.23233899351276185
335740,204.0,s1_2,GM,0.27049586047272073
335740,204.0,s1_3,GM,0.39110394550576555
335740,204.0,both,GM,0.34532037073570643
335740,204.0,lut,GM,0.2556799648212759
335740,205.0,s1_2,GM,0.36198990003268
335740,205.0,s1_3,GM,0.5116927932773355
335740,205.0,both,GM,0.44932053319238846
335740,205.0,lut,GM,0.3450767034236882
335740,208.0,s1_2,Other,0.9654630539987469
335740,208.0,s1_3,Other,1.4320484706315242
335740,208.0,both,Other,1.282070432551706
335740,208.0,lut,Other,0.7604918490213962
336945,0.0,s1_2,Other,0.20906339145031216
336945,0.0,s1_3,Other,0.26598063066493505
336945,0.0,both,Other,0.2306933680816983
336945,0.0,lut,Other,0.198456749653248
336945,4.0,s1_2,GM,0.8802807513782749
336945,4.0,s1_3,GM,1.4804758741956456
336945,4.0,both,GM,1.27222763393045
336945,4.0,lut,GM,0.6428035261219349
336945,36.0,s1_2,GM,0.4626927521573888
336945,36.0,s1_3,GM,0.37252936011341803
336945,36.0,both,GM,0.371476439843504
336945,36.0,lut,GM,0.4320053687980208
336945,37.0,s1_2,GM,0.3398891209620818
336945,37.0,s1_3,GM,0.24599304358693416
336945,37.0,both,GM,0.2409120065842425
336945,37.0,lut,GM,0.30544728459195714
336945,44.0,s1_2,WM,0.2772901275952966
336945,44.0,s1_3,WM,0.24603083704443499
336945,44.0,both,WM,0.2276282637129837
336945,44.0,lut,WM,0.25079053516953026
336945,45.0,s1_2,WM,0.25957011989486506
336945,45.0,s1_3,WM,0.23208256368398036
336945,45.0,both,WM,0.21766081584565136
336945,45.0,lut,WM,0.23679435173548283
336945,51.0,s1_2,Other,0.7572137300404171
336945,51.0,s1_3,Other,1.2690571784317692
336945,51.0,both,Other,1.121612766129015
336945,51.0,lut,Other,0.575307073705687
336945,52.0,s1_2,Other,0.691626898592324
336945,52.0,s1_3,Other,1.3488415039850103
336945,52.0,both,Other,1.17780940345396
336945,52.0,lut,Other,0.5370430894213273
336945,57.0,s1_2,GM,0.1732353228835846
336945,57.0,s1_3,GM,0.12880021469970465
336945,57.0,both,GM,0.11827508732824671
336945,57.0,lut,GM,0.14501592315890696
336945,58.0,s1_2,GM,0.15404870270407936
336945,58.0,s1_3,GM,0.12601326478469718
336945,58.0,both,GM,0.11351800362396655
336945,58.0,lut,GM,0.13531329141271994
336945,59.0,s1_2,GM,0.3693547248538106
336945,59.0,s1_3,GM,0.3361669037011326
336945,59.0,both,GM,0.31565756229170183
336945,59.0,lut,GM,0.340796265306868
336945,60.0,s1_2,GM,0.3730545826178433
336945,60.0,s1_3,GM,0.3283993321278426
336945,60.0,both,GM,0.31241536851080254
336945,60.0,lut,GM,0.34498307213458923
336945,100.0,s1_2,GM,0.37974731114302807
336945,100.0,s1_3,GM,0.4102725201007657
336945,100.0,both,GM,0.3689004471838376
336945,100.0,lut,GM,0.3594465730906339
336945,101.0,s1_2,GM,0.22353111216968846
336945,101.0,s1_3,GM,0.3767249927046806
336945,101.0,both,GM,0.3031121826889777
336945,101.0,lut,GM,0.21216571070502802
336945,102.0,s1_2,GM,0.13071776615717895
336945,102.0,s1_3,GM,0.29808304945212166
336945,102.0,both,GM,0.239789634938058
336945,102.0,lut,GM,0.14004909600541435
336945,103.0,s1_2,GM,0.11074019413707215
336945,103.0,s1_3,GM,0.2803202073866198
336945,103.0,both,GM,0.23405075387696836
336945,103.0,lut,GM,0.12977579045574936
336945,106.0,s1_2,GM,0.24594638769369936
336945,106.0,s1_3,GM,0.46778503792826676
336945,106.0,both,GM,0.37271964080505177
336945,106.0,lut,GM,0.23648466450596806
336945,107.0,s1_2,GM,0.2185673895467814
336945,107.0,s1_3,GM,0.42106667241823004
336945,107.0,both,GM,0.33853379038126985
336945,107.0,lut,GM,0.21495986492520774
336945,108.0,s1_2,GM,0.22284034133183162
336945,108.0,s1_3,GM,0.176815635547861
336945,108.0,both,GM,0.15069178703352842
336945,108.0,lut,GM,0.19615821094224287
336945,112.0,s1_2,GM,0.2051877816851411
336945,112.0,s1_3,GM,0.41365017919047026
336945,112.0,both,GM,0.34875399238538674
336945,112.0,lut,GM,0.20983287772091616
336945,113.0,s1_2,GM,0.20871540585603865
336945,113.0,s1_3,GM,0.4251385760365659
336945,113.0,both,GM,0.3525662728823396
336945,113.0,lut,GM,0.2166505479469555
336945,114.0,s1_2,GM,0.254177355198518
336945,114.0,s1_3,GM,0.3418827793153369
336945,114.0,both,GM,0.2775909285242867
336945,114.0,lut,GM,0.23122000212312532
336945,115.0,s1_2,GM,0.29692503061608677
336945,115.0,s1_3,GM,0.37951743364784324
336945,115.0,both,GM,0.3089385195622967
336945,115.0,lut,GM,0.27545295024837135
336945,120.0,s1_2,GM,0.3545972358829409
336945,120.0,s1_3,GM,0.38874692860675675
336945,120.0,both,GM,0.3315367205158833
336945,120.0,lut,GM,0.32589115601069396
336945,121.0,s1_2,GM,0.37669125375121804
336945,121.0,s1_3,GM,0.4717036164176465
336945,121.0,both,GM,0.392799218363172
336945,121.0,lut,GM,0.3523092928743312
336945,128.0,s1_2,GM,0.13931486855858466
